journal_id,journal_date,posted_date,period,fiscal_year,fiscal_period,source,description,prepared_by,approved_by,status
JE-2022-01296,2022-08-23,2022-08-23,2022-08,FY2023,5,CASH,Customer receipt SI-2022-00285,1072,1071,POSTED
JE-2022-01297,2022-09-20,2022-09-20,2022-09,FY2023,6,CASH,Customer receipt SI-2022-00290,1072,1071,POSTED
JE-2022-01298,2022-09-14,2022-09-16,2022-09,FY2023,6,CASH,Customer receipt SI-2022-00295,1072,1071,POSTED
JE-2022-01299,2022-09-20,2022-09-20,2022-09,FY2023,6,CASH,Customer receipt SI-2022-00298,1072,1071,POSTED
JE-2022-01300,2022-08-17,2022-08-18,2022-08,FY2023,5,CASH,Customer receipt SI-2022-00302,1072,1071,POSTED
JE-2022-01301,2022-09-02,2022-09-02,2022-09,FY2023,6,CASH,Customer receipt SI-2022-00307,1072,1071,POSTED
JE-2022-01302,2022-09-19,2022-09-22,2022-09,FY2023,6,CASH,Customer receipt SI-2022-00308,1072,1071,POSTED
JE-2022-01303,2022-09-02,2022-09-02,2022-09,FY2023,6,CASH,Customer receipt SI-2022-00311,1072,1071,POSTED
JE-2022-01304,2022-09-06,2022-09-09,2022-09,FY2023,6,CASH,Customer receipt SI-2022-00315,1072,1071,POSTED
JE-2022-01305,2022-08-26,2022-08-26,2022-08,FY2023,5,CASH,Customer receipt SI-2022-00318,1072,1071,POSTED
JE-2022-01306,2022-09-13,2022-09-14,2022-09,FY2023,6,CASH,Customer receipt SI-2022-00320,1072,1071,POSTED
JE-2022-01307,2022-08-24,2022-08-26,2022-08,FY2023,5,CASH,Customer receipt SI-2022-00322,1072,1071,POSTED
JE-2022-01308,2022-09-09,2022-09-12,2022-09,FY2023,6,CASH,Customer receipt SI-2022-00328,1072,1071,POSTED
JE-2022-01309,2022-09-30,2022-09-30,2022-09,FY2023,6,CASH,Customer receipt SI-2022-00329,1072,1071,POSTED
JE-2022-01310,2022-09-27,2022-09-29,2022-09,FY2023,6,CASH,Customer receipt SI-2022-00336,1072,1071,POSTED
JE-2022-01311,2022-09-23,2022-09-26,2022-09,FY2023,6,CASH,Customer receipt SI-2022-00340,1072,1071,POSTED
JE-2022-01312,2022-09-08,2022-09-09,2022-09,FY2023,6,CASH,Customer receipt SI-2022-00341,1072,1071,POSTED
JE-2022-01313,2022-09-09,2022-09-09,2022-09,FY2023,6,CASH,Customer receipt SI-2022-00347,1072,1071,POSTED
JE-2022-01314,2022-09-15,2022-09-15,2022-09,FY2023,6,CASH,Customer receipt SI-2022-00348,1072,1071,POSTED
JE-2022-01315,2022-09-23,2022-09-23,2022-09,FY2023,6,CASH,Customer receipt SI-2022-00351,1072,1071,POSTED
JE-2022-01316,2022-09-27,2022-09-30,2022-09,FY2023,6,CASH,Customer receipt SI-2022-00352,1072,1071,POSTED
JE-2022-01317,2022-08-26,2022-08-29,2022-08,FY2023,5,CASH,Customer receipt SI-2022-00353,1072,1071,POSTED
JE-2022-01318,2022-09-09,2022-09-09,2022-09,FY2023,6,CASH,Customer receipt SI-2022-00354,1072,1071,POSTED
JE-2022-01319,2022-09-30,2022-10-03,2022-09,FY2023,6,CASH,Customer receipt SI-2022-00355,1072,1071,POSTED
JE-2022-01320,2022-09-15,2022-09-16,2022-09,FY2023,6,CASH,Customer receipt SI-2022-00359,1072,1071,POSTED
JE-2022-01321,2022-09-09,2022-09-09,2022-09,FY2023,6,CASH,Customer receipt SI-2022-00366,1072,1071,POSTED
JE-2022-01322,2022-09-30,2022-09-30,2022-09,FY2023,6,CASH,Customer receipt SI-2022-00369,1072,1071,POSTED
JE-2022-01323,2022-09-28,2022-09-30,2022-09,FY2023,6,CASH,Customer receipt SI-2022-00391,1072,1071,POSTED
JE-2022-01324,2022-09-23,2022-09-26,2022-09,FY2023,6,CASH,Customer receipt SI-2022-00407,1072,1071,POSTED
JE-2022-01325,2022-07-27,2022-07-29,2022-07,FY2023,4,CASH,Supplier payment PI-2022-00199,1072,1071,POSTED
JE-2022-01326,2022-09-20,2022-09-20,2022-09,FY2023,6,CASH,Supplier payment PI-2022-00203,1072,1071,POSTED
JE-2022-01327,2022-09-02,2022-09-02,2022-09,FY2023,6,CASH,Supplier payment PI-2022-00207,1072,1071,POSTED
JE-2022-01328,2022-09-08,2022-09-09,2022-09,FY2023,6,CASH,Supplier payment PI-2022-00215,1072,1071,POSTED
JE-2022-01329,2022-08-26,2022-08-26,2022-08,FY2023,5,CASH,Supplier payment PI-2022-00216,1072,1071,POSTED
JE-2022-01330,2022-08-18,2022-08-19,2022-08,FY2023,5,CASH,Supplier payment PI-2022-00223,1072,1071,POSTED
JE-2022-01331,2022-09-23,2022-09-26,2022-09,FY2023,6,CASH,Supplier payment PI-2022-00224,1072,1071,POSTED
JE-2022-01332,2022-08-26,2022-08-26,2022-08,FY2023,5,CASH,Supplier payment PI-2022-00226,1072,1071,POSTED
JE-2022-01333,2022-08-19,2022-08-22,2022-08,FY2023,5,CASH,Supplier payment PI-2022-00229,1072,1071,POSTED
JE-2022-01334,2022-09-09,2022-09-09,2022-09,FY2023,6,CASH,Supplier payment PI-2022-00236,1072,1071,POSTED
JE-2022-01335,2022-09-27,2022-09-28,2022-09,FY2023,6,CASH,Supplier payment PI-2022-00237,1072,1071,POSTED
JE-2022-01336,2022-09-02,2022-09-02,2022-09,FY2023,6,CASH,Supplier payment PI-2022-00238,1072,1071,POSTED
JE-2022-01337,2022-09-12,2022-09-12,2022-09,FY2023,6,CASH,Supplier payment PI-2022-00239,1072,1071,POSTED
JE-2022-01338,2022-09-22,2022-09-23,2022-09,FY2023,6,CASH,Supplier payment PI-2022-00240,1072,1071,POSTED
JE-2022-01339,2022-09-09,2022-09-09,2022-09,FY2023,6,CASH,Supplier payment PI-2022-00242,1072,1071,POSTED
JE-2022-01340,2022-09-29,2022-09-30,2022-09,FY2023,6,CASH,Supplier payment PI-2022-00247,1072,1071,POSTED
JE-2022-01341,2022-09-23,2022-09-26,2022-09,FY2023,6,CASH,Supplier payment PI-2022-00248,1072,1071,POSTED
JE-2022-01342,2022-09-09,2022-09-12,2022-09,FY2023,6,CASH,Supplier payment PI-2022-00249,1072,1071,POSTED
JE-2022-01343,2022-09-14,2022-09-16,2022-09,FY2023,6,CASH,Supplier payment PI-2022-00250,1072,1071,POSTED
JE-2022-01344,2022-09-23,2022-09-23,2022-09,FY2023,6,CASH,Supplier payment PI-2022-00253,1072,1071,POSTED
JE-2022-01345,2022-09-09,2022-09-12,2022-09,FY2023,6,CASH,Supplier payment PI-2022-00254,1072,1071,POSTED
JE-2022-01346,2022-09-16,2022-09-16,2022-09,FY2023,6,CASH,Supplier payment PI-2022-00256,1072,1071,POSTED
JE-2022-01347,2022-09-23,2022-09-23,2022-09,FY2023,6,CASH,Supplier payment PI-2022-00257,1072,1071,POSTED
JE-2022-01348,2022-08-19,2022-08-19,2022-08,FY2023,5,CASH,Supplier payment PI-2022-00261,1072,1071,POSTED
JE-2022-01349,2022-09-20,2022-09-20,2022-09,FY2023,6,CASH,Supplier payment PI-2022-00263,1072,1071,POSTED
JE-2022-01350,2022-09-16,2022-09-16,2022-09,FY2023,6,CASH,Supplier payment PI-2022-00266,1072,1071,POSTED
JE-2022-01351,2022-09-23,2022-09-23,2022-09,FY2023,6,CASH,Supplier payment PI-2022-00268,1072,1071,POSTED
JE-2022-01352,2022-08-31,2022-09-02,2022-08,FY2023,5,CASH,Supplier payment PI-2022-00269,1072,1071,POSTED
JE-2022-01353,2022-09-22,2022-09-22,2022-09,FY2023,6,CASH,Supplier payment PI-2022-00270,1072,1071,POSTED
JE-2022-01354,2022-09-30,2022-09-30,2022-09,FY2023,6,CASH,Supplier payment PI-2022-00287,1072,1071,POSTED
JE-2022-01355,2022-09-16,2022-09-16,2022-09,FY2023,6,CASH,Supplier payment PI-2022-00294,1072,1071,POSTED
JE-2022-01356,2022-09-28,2022-09-30,2022-09,FY2023,6,PAYROLL,Payroll September 2022,1072,1071,POSTED
JE-2022-01357,2022-09-30,2022-10-03,2022-09,FY2023,6,GENERAL,Depreciation Sep 2022,1072,1071,POSTED
JE-2022-01358,2022-09-30,2022-10-03,2022-09,FY2023,6,GENERAL,Bank charges and interest Sep 2022,1072,1071,POSTED
JE-2022-01359,2022-10-06,2022-10-07,2022-10,FY2023,7,AR,Sales invoice SI-2022-00428,1072,1071,POSTED
JE-2022-01360,2022-10-07,2022-10-07,2022-10,FY2023,7,AR,Sales invoice SI-2022-00429,1072,1071,POSTED
JE-2022-01361,2022-10-24,2022-10-24,2022-10,FY2023,7,AR,Sales invoice SI-2022-00430,1072,1071,POSTED
JE-2022-01362,2022-10-11,2022-10-12,2022-10,FY2023,7,AR,Sales invoice SI-2022-00431,1072,1071,POSTED
JE-2022-01363,2022-10-13,2022-10-14,2022-10,FY2023,7,AR,Sales invoice SI-2022-00432,1072,1071,POSTED
JE-2022-01364,2022-10-21,2022-10-21,2022-10,FY2023,7,AR,Sales invoice SI-2022-00433,1072,1071,POSTED
JE-2022-01365,2022-10-28,2022-10-28,2022-10,FY2023,7,AR,Sales invoice SI-2022-00434,1072,1071,POSTED
JE-2022-01366,2022-10-10,2022-10-11,2022-10,FY2023,7,AR,Sales invoice SI-2022-00435,1072,1071,POSTED
JE-2022-01367,2022-10-28,2022-10-31,2022-10,FY2023,7,AR,Sales invoice SI-2022-00436,1072,1071,POSTED
JE-2022-01368,2022-10-03,2022-10-06,2022-10,FY2023,7,AR,Sales invoice SI-2022-00437,1072,1071,POSTED
JE-2022-01369,2022-10-28,2022-10-31,2022-10,FY2023,7,AR,Sales invoice SI-2022-00438,1072,1071,POSTED
JE-2022-01370,2022-10-21,2022-10-24,2022-10,FY2023,7,AR,Sales invoice SI-2022-00439,1072,1071,POSTED
JE-2022-01371,2022-10-10,2022-10-12,2022-10,FY2023,7,AR,Sales invoice SI-2022-00440,1072,1071,POSTED
JE-2022-01372,2022-10-03,2022-10-05,2022-10,FY2023,7,AR,Sales invoice SI-2022-00441,1072,1071,POSTED
JE-2022-01373,2022-10-28,2022-10-31,2022-10,FY2023,7,AR,Sales invoice SI-2022-00442,1072,1071,POSTED
JE-2022-01374,2022-10-14,2022-10-14,2022-10,FY2023,7,AR,Sales invoice SI-2022-00443,1072,1071,POSTED
JE-2022-01375,2022-10-13,2022-10-14,2022-10,FY2023,7,AR,Sales invoice SI-2022-00444,1072,1071,POSTED
JE-2022-01376,2022-09-30,2022-09-30,2022-09,FY2023,6,AR,Sales invoice SI-2022-00445,1072,1071,POSTED
JE-2022-01377,2022-10-05,2022-10-06,2022-10,FY2023,7,AR,Sales invoice SI-2022-00446,1072,1071,POSTED
JE-2022-01378,2022-10-20,2022-10-20,2022-10,FY2023,7,AR,Sales invoice SI-2022-00447,1072,1071,POSTED
JE-2022-01379,2022-10-05,2022-10-05,2022-10,FY2023,7,AR,Sales invoice SI-2022-00448,1072,1071,POSTED
JE-2022-01380,2022-10-03,2022-10-04,2022-10,FY2023,7,AR,Sales invoice SI-2022-00449,1072,1071,POSTED
JE-2022-01381,2022-10-14,2022-10-14,2022-10,FY2023,7,AR,Sales invoice SI-2022-00450,1072,1071,POSTED
JE-2022-01382,2022-10-28,2022-10-31,2022-10,FY2023,7,AR,Sales invoice SI-2022-00451,1072,1071,POSTED
JE-2022-01383,2022-09-30,2022-09-30,2022-09,FY2023,6,AR,Sales invoice SI-2022-00452,1072,1071,POSTED
JE-2022-01384,2022-10-28,2022-10-31,2022-10,FY2023,7,AR,Sales invoice SI-2022-00453,1072,1071,POSTED
JE-2022-01385,2022-09-30,2022-10-03,2022-09,FY2023,6,AR,Sales invoice SI-2022-00454,1072,1071,POSTED
JE-2022-01386,2022-10-03,2022-10-04,2022-10,FY2023,7,AR,Sales invoice SI-2022-00455,1072,1071,POSTED
JE-2022-01387,2022-10-27,2022-10-28,2022-10,FY2023,7,AR,Sales invoice SI-2022-00456,1072,1071,POSTED
JE-2022-01388,2022-10-12,2022-10-14,2022-10,FY2023,7,AR,Sales invoice SI-2022-00457,1072,1071,POSTED
JE-2022-01389,2022-10-18,2022-10-21,2022-10,FY2023,7,AR,Sales invoice SI-2022-00458,1072,1071,POSTED
JE-2022-01390,2022-10-13,2022-10-13,2022-10,FY2023,7,AR,Sales invoice SI-2022-00459,1072,1071,POSTED
JE-2022-01391,2022-10-07,2022-10-07,2022-10,FY2023,7,AR,Sales invoice SI-2022-00460,1072,1071,POSTED
JE-2022-01392,2022-10-12,2022-10-14,2022-10,FY2023,7,AR,Sales invoice SI-2022-00461,1072,1071,POSTED
JE-2022-01393,2022-10-20,2022-10-21,2022-10,FY2023,7,AR,Sales invoice SI-2022-00462,1072,1071,POSTED
JE-2022-01394,2022-10-31,2022-10-31,2022-10,FY2023,7,AR,Sales invoice SI-2022-00463,1072,1071,POSTED
JE-2022-01395,2022-09-30,2022-09-30,2022-09,FY2023,6,AR,Sales invoice SI-2022-00464,1072,1071,POSTED
JE-2022-01396,2022-10-21,2022-10-21,2022-10,FY2023,7,AR,Sales invoice SI-2022-00465,1072,1071,POSTED
JE-2022-01397,2022-10-24,2022-10-25,2022-10,FY2023,7,AR,Sales invoice SI-2022-00466,1072,1071,POSTED
JE-2022-01398,2022-10-07,2022-10-10,2022-10,FY2023,7,AR,Sales invoice SI-2022-00467,1072,1071,POSTED
JE-2022-01399,2022-10-31,2022-10-31,2022-10,FY2023,7,AR,Sales invoice SI-2022-00468,1072,1071,POSTED
JE-2022-01400,2022-10-14,2022-10-14,2022-10,FY2023,7,AR,Sales invoice SI-2022-00469,1072,1071,POSTED
JE-2022-01401,2022-10-26,2022-10-28,2022-10,FY2023,7,AR,Sales invoice SI-2022-00470,1072,1071,POSTED
JE-2022-01402,2022-10-14,2022-10-14,2022-10,FY2023,7,AR,Sales invoice SI-2022-00471,1072,1071,POSTED
JE-2022-01403,2022-10-19,2022-10-19,2022-10,FY2023,7,AR,Sales invoice SI-2022-00472,1072,1071,POSTED
JE-2022-01404,2022-09-30,2022-09-30,2022-09,FY2023,6,AR,Sales invoice SI-2022-00473,1072,1071,POSTED
JE-2022-01405,2022-10-12,2022-10-13,2022-10,FY2023,7,AR,Sales invoice SI-2022-00474,1072,1071,POSTED
JE-2022-01406,2022-10-25,2022-10-27,2022-10,FY2023,7,AR,Sales invoice SI-2022-00475,1072,1071,POSTED
JE-2022-01407,2022-10-11,2022-10-14,2022-10,FY2023,7,AR,Sales invoice SI-2022-00476,1072,1071,POSTED
JE-2022-01408,2022-10-05,2022-10-07,2022-10,FY2023,7,AR,Sales invoice SI-2022-00477,1072,1071,POSTED
JE-2022-01409,2022-10-19,2022-10-21,2022-10,FY2023,7,AR,Sales invoice SI-2022-00478,1072,1071,POSTED
JE-2022-01410,2022-10-05,2022-10-07,2022-10,FY2023,7,AR,Sales invoice SI-2022-00479,1072,1071,POSTED
JE-2022-01411,2022-10-28,2022-10-28,2022-10,FY2023,7,AR,Sales invoice SI-2022-00480,1072,1071,POSTED
JE-2022-01412,2022-10-27,2022-10-27,2022-10,FY2023,7,AR,Sales invoice SI-2022-00481,1072,1071,POSTED
JE-2022-01413,2022-10-24,2022-10-27,2022-10,FY2023,7,AR,Sales invoice SI-2022-00482,1072,1071,POSTED
JE-2022-01414,2022-10-28,2022-10-31,2022-10,FY2023,7,AP,Purchase invoice PI-2022-00305,1072,1071,POSTED
JE-2022-01415,2022-10-11,2022-10-11,2022-10,FY2023,7,AP,Purchase invoice PI-2022-00306,1072,1071,POSTED
JE-2022-01416,2022-10-06,2022-10-06,2022-10,FY2023,7,AP,Purchase invoice PI-2022-00307,1072,1071,POSTED
JE-2022-01417,2022-10-28,2022-10-31,2022-10,FY2023,7,AP,Purchase invoice PI-2022-00308,1072,1071,POSTED
JE-2022-01418,2022-10-27,2022-10-28,2022-10,FY2023,7,AP,Purchase invoice PI-2022-00309,1072,1071,POSTED
JE-2022-01419,2022-09-30,2022-09-30,2022-09,FY2023,6,AP,Purchase invoice PI-2022-00310,1072,1071,POSTED
JE-2022-01420,2022-10-12,2022-10-14,2022-10,FY2023,7,AP,Purchase invoice PI-2022-00311,1072,1071,POSTED
JE-2022-01421,2022-10-06,2022-10-06,2022-10,FY2023,7,AP,Purchase invoice PI-2022-00312,1072,1071,POSTED
JE-2022-01422,2022-10-27,2022-10-28,2022-10,FY2023,7,AP,Purchase invoice PI-2022-00313,1072,1071,POSTED
JE-2022-01423,2022-10-05,2022-10-07,2022-10,FY2023,7,AP,Purchase invoice PI-2022-00314,1072,1071,POSTED
JE-2022-01424,2022-10-27,2022-10-28,2022-10,FY2023,7,AP,Purchase invoice PI-2022-00315,1072,1071,POSTED
JE-2022-01425,2022-09-30,2022-09-30,2022-09,FY2023,6,AP,Purchase invoice PI-2022-00316,1072,1071,POSTED
JE-2022-01426,2022-10-14,2022-10-14,2022-10,FY2023,7,AP,Purchase invoice PI-2022-00317,1072,1071,POSTED
JE-2022-01427,2022-10-07,2022-10-10,2022-10,FY2023,7,AP,Purchase invoice PI-2022-00318,1072,1071,POSTED
JE-2022-01428,2022-09-30,2022-09-30,2022-09,FY2023,6,AP,Purchase invoice PI-2022-00319,1072,1071,POSTED
JE-2022-01429,2022-10-13,2022-10-14,2022-10,FY2023,7,AP,Purchase invoice PI-2022-00320,1072,1071,POSTED
JE-2022-01430,2022-10-24,2022-10-26,2022-10,FY2023,7,AP,Purchase invoice PI-2022-00321,1072,1071,POSTED
JE-2022-01431,2022-10-26,2022-10-28,2022-10,FY2023,7,AP,Purchase invoice PI-2022-00322,1072,1071,POSTED
JE-2022-01432,2022-10-26,2022-10-26,2022-10,FY2023,7,AP,Purchase invoice PI-2022-00323,1072,1071,POSTED
JE-2022-01433,2022-10-11,2022-10-13,2022-10,FY2023,7,AP,Purchase invoice PI-2022-00324,1072,1071,POSTED
JE-2022-01434,2022-10-03,2022-10-05,2022-10,FY2023,7,AP,Purchase invoice PI-2022-00325,1072,1071,POSTED
JE-2022-01435,2022-09-30,2022-09-30,2022-09,FY2023,6,AP,Purchase invoice PI-2022-00326,1072,1071,POSTED
JE-2022-01436,2022-10-07,2022-10-07,2022-10,FY2023,7,AP,Purchase invoice PI-2022-00327,1072,1071,POSTED
JE-2022-01437,2022-10-20,2022-10-20,2022-10,FY2023,7,AP,Purchase invoice PI-2022-00328,1072,1071,POSTED
JE-2022-01438,2022-10-28,2022-10-28,2022-10,FY2023,7,AP,Purchase invoice PI-2022-00329,1072,1071,POSTED
JE-2022-01439,2022-10-24,2022-10-27,2022-10,FY2023,7,AP,Purchase invoice PI-2022-00330,1072,1071,POSTED
JE-2022-01440,2022-10-21,2022-10-21,2022-10,FY2023,7,AP,Purchase invoice PI-2022-00331,1072,1071,POSTED
JE-2022-01441,2022-10-21,2022-10-21,2022-10,FY2023,7,AP,Purchase invoice PI-2022-00332,1072,1071,POSTED
JE-2022-01442,2022-10-24,2022-10-26,2022-10,FY2023,7,AP,Purchase invoice PI-2022-00333,1072,1071,POSTED
JE-2022-01443,2022-10-04,2022-10-04,2022-10,FY2023,7,AP,Purchase invoice PI-2022-00334,1072,1071,POSTED
JE-2022-01444,2022-10-25,2022-10-28,2022-10,FY2023,7,AP,Purchase invoice PI-2022-00335,1072,1071,POSTED
JE-2022-01445,2022-10-18,2022-10-21,2022-10,FY2023,7,AP,Purchase invoice PI-2022-00336,1072,1071,POSTED
JE-2022-01446,2022-10-31,2022-11-02,2022-10,FY2023,7,CASH,Customer receipt SI-2022-00288,1072,1071,POSTED
JE-2022-01447,2022-10-13,2022-10-14,2022-10,FY2023,7,CASH,Customer receipt SI-2022-00293,1072,1071,POSTED
JE-2022-01448,2022-08-18,2022-08-19,2022-08,FY2023,5,CASH,Customer receipt SI-2022-00303,1072,1071,POSTED
JE-2022-01449,2022-09-02,2022-09-02,2022-09,FY2023,6,CASH,Customer receipt SI-2022-00309,1072,1071,POSTED
JE-2022-01450,2022-09-09,2022-09-12,2022-09,FY2023,6,CASH,Customer receipt SI-2022-00310,1072,1071,POSTED
JE-2022-01451,2022-09-19,2022-09-20,2022-09,FY2023,6,CASH,Customer receipt SI-2022-00313,1072,1071,POSTED
JE-2022-01452,2022-10-10,2022-10-12,2022-10,FY2023,7,CASH,Customer receipt SI-2022-00314,1072,1071,POSTED
JE-2022-01453,2022-10-13,2022-10-13,2022-10,FY2023,7,CASH,Customer receipt SI-2022-00319,1072,1071,POSTED
JE-2022-01454,2022-10-21,2022-10-21,2022-10,FY2023,7,CASH,Customer receipt SI-2022-00323,1072,1071,POSTED
JE-2022-01455,2022-09-26,2022-09-29,2022-09,FY2023,6,CASH,Customer receipt SI-2022-00325,1072,1071,POSTED
JE-2022-01456,2022-09-26,2022-09-29,2022-09,FY2023,6,CASH,Customer receipt SI-2022-00333,1072,1071,POSTED
JE-2022-01457,2022-10-31,2022-10-31,2022-10,FY2023,7,CASH,Customer receipt SI-2022-00337,1072,1071,POSTED
JE-2022-01458,2022-09-30,2022-10-03,2022-09,FY2023,6,CASH,Customer receipt SI-2022-00339,1072,1071,POSTED
JE-2022-01459,2022-10-03,2022-10-06,2022-10,FY2023,7,CASH,Customer receipt SI-2022-00342,1072,1071,POSTED
JE-2022-01460,2022-10-10,2022-10-11,2022-10,FY2023,7,CASH,Customer receipt SI-2022-00343,1072,1071,POSTED
JE-2022-01461,2022-09-30,2022-09-30,2022-09,FY2023,6,CASH,Customer receipt SI-2022-00345,1072,1071,POSTED
JE-2022-01462,2022-10-07,2022-10-07,2022-10,FY2023,7,CASH,Customer receipt SI-2022-00346,1072,1071,POSTED
JE-2022-01463,2022-10-14,2022-10-17,2022-10,FY2023,7,CASH,Customer receipt SI-2022-00356,1072,1071,POSTED
JE-2022-01464,2022-09-02,2022-09-02,2022-09,FY2023,6,CASH,Customer receipt SI-2022-00361,1072,1071,POSTED
JE-2022-01465,2022-10-26,2022-10-26,2022-10,FY2023,7,CASH,Customer receipt SI-2022-00367,1072,1071,POSTED
JE-2022-01466,2022-09-30,2022-09-30,2022-09,FY2023,6,CASH,Customer receipt SI-2022-00368,1072,1071,POSTED
JE-2022-01467,2022-09-06,2022-09-06,2022-09,FY2023,6,CASH,Customer receipt SI-2022-00373,1072,1071,POSTED
JE-2022-01468,2022-09-23,2022-09-26,2022-09,FY2023,6,CASH,Customer receipt SI-2022-00374,1072,1071,POSTED
JE-2022-01469,2022-10-19,2022-10-21,2022-10,FY2023,7,CASH,Customer receipt SI-2022-00377,1072,1071,POSTED
JE-2022-01470,2022-10-18,2022-10-21,2022-10,FY2023,7,CASH,Customer receipt SI-2022-00380,1072,1071,POSTED
JE-2022-01471,2022-10-21,2022-10-24,2022-10,FY2023,7,CASH,Customer receipt SI-2022-00381,1072,1071,POSTED
JE-2022-01472,2022-09-29,2022-09-30,2022-09,FY2023,6,CASH,Customer receipt SI-2022-00382,1072,1071,POSTED
JE-2022-01473,2022-09-30,2022-09-30,2022-09,FY2023,6,CASH,Customer receipt SI-2022-00385,1072,1071,POSTED
JE-2022-01474,2022-10-07,2022-10-07,2022-10,FY2023,7,CASH,Customer receipt SI-2022-00388,1072,1071,POSTED
JE-2022-01475,2022-10-14,2022-10-14,2022-10,FY2023,7,CASH,Customer receipt SI-2022-00393,1072,1071,POSTED
JE-2022-01476,2022-10-07,2022-10-07,2022-10,FY2023,7,CASH,Customer receipt SI-2022-00394,1072,1071,POSTED
JE-2022-01477,2022-10-14,2022-10-14,2022-10,FY2023,7,CASH,Customer receipt SI-2022-00395,1072,1071,POSTED
JE-2022-01478,2022-10-07,2022-10-07,2022-10,FY2023,7,CASH,Customer receipt SI-2022-00402,1072,1071,POSTED
JE-2022-01479,2022-09-30,2022-09-30,2022-09,FY2023,6,CASH,Customer receipt SI-2022-00403,1072,1071,POSTED
JE-2022-01480,2022-10-28,2022-10-28,2022-10,FY2023,7,CASH,Customer receipt SI-2022-00404,1072,1071,POSTED
JE-2022-01481,2022-10-21,2022-10-24,2022-10,FY2023,7,CASH,Customer receipt SI-2022-00409,1072,1071,POSTED
JE-2022-01482,2022-10-19,2022-10-19,2022-10,FY2023,7,CASH,Customer receipt SI-2022-00410,1072,1071,POSTED
JE-2022-01483,2022-10-06,2022-10-06,2022-10,FY2023,7,CASH,Customer receipt SI-2022-00411,1072,1071,POSTED
JE-2022-01484,2022-10-14,2022-10-14,2022-10,FY2023,7,CASH,Customer receipt SI-2022-00412,1072,1071,POSTED
JE-2022-01485,2022-10-27,2022-10-28,2022-10,FY2023,7,CASH,Customer receipt SI-2022-00415,1072,1071,POSTED
JE-2022-01486,2022-10-11,2022-10-12,2022-10,FY2023,7,CASH,Customer receipt SI-2022-00417,1072,1071,POSTED
JE-2022-01487,2022-10-24,2022-10-24,2022-10,FY2023,7,CASH,Customer receipt SI-2022-00440,1072,1071,POSTED
JE-2022-01488,2022-10-21,2022-10-24,2022-10,FY2023,7,CASH,Customer receipt SI-2022-00454,1072,1071,POSTED
JE-2022-01489,2022-10-27,2022-10-28,2022-10,FY2023,7,CASH,Customer receipt SI-2022-00459,1072,1071,POSTED
JE-2022-01490,2022-10-31,2022-11-01,2022-10,FY2023,7,CASH,Customer receipt SI-2022-00474,1072,1071,POSTED
JE-2022-01491,2022-10-21,2022-10-24,2022-10,FY2023,7,CASH,Customer receipt SI-2022-00476,1072,1071,POSTED
JE-2022-01492,2022-10-04,2022-10-07,2022-10,FY2023,7,CASH,Supplier payment PI-2022-00214,1072,1071,POSTED
JE-2022-01493,2022-09-30,2022-09-30,2022-09,FY2023,6,CASH,Supplier payment PI-2022-00241,1072,1071,POSTED
JE-2022-01494,2022-10-20,2022-10-21,2022-10,FY2023,7,CASH,Supplier payment PI-2022-00243,1072,1071,POSTED
JE-2022-01495,2022-09-23,2022-09-26,2022-09,FY2023,6,CASH,Supplier payment PI-2022-00244,1072,1071,POSTED
JE-2022-01496,2022-10-07,2022-10-07,2022-10,FY2023,7,CASH,Supplier payment PI-2022-00245,1072,1071,POSTED
JE-2022-01497,2022-09-28,2022-09-28,2022-09,FY2023,6,CASH,Supplier payment PI-2022-00246,1072,1071,POSTED
JE-2022-01498,2022-10-28,2022-10-28,2022-10,FY2023,7,CASH,Supplier payment PI-2022-00251,1072,1071,POSTED
JE-2022-01499,2022-09-28,2022-09-28,2022-09,FY2023,6,CASH,Supplier payment PI-2022-00252,1072,1071,POSTED
JE-2022-01500,2022-10-18,2022-10-21,2022-10,FY2023,7,CASH,Supplier payment PI-2022-00255,1072,1071,POSTED
JE-2022-01501,2022-09-30,2022-10-03,2022-09,FY2023,6,CASH,Supplier payment PI-2022-00258,1072,1071,POSTED
JE-2022-01502,2022-10-07,2022-10-07,2022-10,FY2023,7,CASH,Supplier payment PI-2022-00259,1072,1071,POSTED
JE-2022-01503,2022-10-03,2022-10-05,2022-10,FY2023,7,CASH,Supplier payment PI-2022-00260,1072,1071,POSTED
JE-2022-01504,2022-09-23,2022-09-26,2022-09,FY2023,6,CASH,Supplier payment PI-2022-00264,1072,1071,POSTED
JE-2022-01505,2022-10-03,2022-10-05,2022-10,FY2023,7,CASH,Supplier payment PI-2022-00265,1072,1071,POSTED
JE-2022-01506,2022-10-19,2022-10-21,2022-10,FY2023,7,CASH,Supplier payment PI-2022-00267,1072,1071,POSTED
JE-2022-01507,2022-10-28,2022-10-28,2022-10,FY2023,7,CASH,Supplier payment PI-2022-00272,1072,1071,POSTED
JE-2022-01508,2022-10-24,2022-10-25,2022-10,FY2023,7,CASH,Supplier payment PI-2022-00274,1072,1071,POSTED
JE-2022-01509,2022-10-07,2022-10-07,2022-10,FY2023,7,CASH,Supplier payment PI-2022-00276,1072,1071,POSTED
JE-2022-01510,2022-10-05,2022-10-07,2022-10,FY2023,7,CASH,Supplier payment PI-2022-00277,1072,1071,POSTED
