rate_date,from_currency,to_currency,rate
2023-05-25,EUR,GBP,0.891083
2023-05-25,USD,GBP,0.757559
2023-05-26,EUR,GBP,0.892342
2023-05-29,EUR,GBP,0.899154
2023-05-29,USD,GBP,0.757902
2023-05-30,EUR,GBP,0.896598
2023-05-30,USD,GBP,0.761618
2023-05-31,EUR,GBP,0.90312
2023-05-31,USD,GBP,0.763294
2023-06-01,EUR,GBP,0.902883
2023-06-01,USD,GBP,0.760525
2023-06-02,EUR,GBP,0.904302
2023-06-02,USD,GBP,0.756142
2023-06-05,EUR,GBP,0.907279
2023-06-05,USD,GBP,0.757765
2023-06-06,EUR,GBP,0.913834
2023-06-06,USD,GBP,0.760196
2023-06-07,EUR,GBP,0.911177
2023-06-07,USD,GBP,0.757693
2023-06-08,EUR,GBP,0.912159
2023-06-08,USD,GBP,0.756664
2023-06-09,EUR,GBP,0.915755
2023-06-09,USD,GBP,0.756389
2023-06-12,EUR,GBP,0.909315
2023-06-12,USD,GBP,0.751987
2023-06-13,EUR,GBP,0.906992
2023-06-13,USD,GBP,0.751822
2023-06-14,EUR,GBP,0.903344
2023-06-14,USD,GBP,0.746886
2023-06-15,EUR,GBP,0.901326
2023-06-15,USD,GBP,0.749755
2023-06-16,EUR,GBP,0.895687
2023-06-16,USD,GBP,0.750604
2023-06-19,EUR,GBP,0.895253
2023-06-19,USD,GBP,0.757363
2023-06-20,EUR,GBP,0.89815
2023-06-20,USD,GBP,0.757221
2023-06-21,EUR,GBP,0.895675
2023-06-21,USD,GBP,0.753985
2023-06-22,EUR,GBP,0.892829
2023-06-22,USD,GBP,0.755261
2023-06-23,EUR,GBP,0.894529
2023-06-23,USD,GBP,0.754227
2023-06-26,EUR,GBP,0.891348
2023-06-26,USD,GBP,0.750762
2023-06-27,EUR,GBP,0.893962
2023-06-27,USD,GBP,0.753414
2023-06-28,EUR,GBP,0.896892
2023-06-28,USD,GBP,0.752769
2023-06-29,EUR,GBP,0.895071
2023-06-29,USD,GBP,0.75256
2023-06-30,EUR,GBP,0.895828
2023-07-03,EUR,GBP,0.902651
2023-07-03,USD,GBP,0.742505
2023-07-04,EUR,GBP,0.904691
2023-07-04,USD,GBP,0.744049
2023-07-05,EUR,GBP,0.896614
2023-07-05,USD,GBP,0.747361
2023-07-06,EUR,GBP,0.899449
2023-07-06,USD,GBP,0.750865
2023-07-07,EUR,GBP,0.901902
2023-07-07,USD,GBP,0.755407
2023-07-10,EUR,GBP,0.89984
2023-07-10,USD,GBP,0.756941
2023-07-11,EUR,GBP,0.899703
2023-07-11,USD,GBP,0.752746
2023-07-12,EUR,GBP,0.899438
2023-07-12,USD,GBP,0.752152
2023-07-13,USD,GBP,0.750108
2023-07-14,EUR,GBP,0.890838
2023-07-14,USD,GBP,0.751435
2023-07-17,EUR,GBP,0.893622
2023-07-17,USD,GBP,0.742804
2023-07-18,EUR,GBP,0.892344
2023-07-18,USD,GBP,0.741354
2023-07-19,EUR,GBP,0.893105
2023-07-19,USD,GBP,0.743557
2023-07-20,EUR,GBP,0.892054
2023-07-20,USD,GBP,0.744635
2023-07-21,EUR,GBP,0.889854
2023-07-21,USD,GBP,0.742215
2023-07-24,EUR,GBP,0.884482
2023-07-24,USD,GBP,0.743753
2023-07-25,EUR,GBP,0.887397
2023-07-25,USD,GBP,0.742789
2023-07-26,EUR,GBP,0.893082
2023-07-26,USD,GBP,0.740573
2023-07-27,EUR,GBP,0.892074
2023-07-27,USD,GBP,0.743309
2023-07-28,EUR,GBP,0.893443
2023-07-28,USD,GBP,0.738382
2023-07-31,EUR,GBP,0.895235
2023-07-31,USD,GBP,0.743821
2023-08-01,EUR,GBP,0.890552
2023-08-01,USD,GBP,0.743374
2023-08-02,EUR,GBP,0.888061
2023-08-02,USD,GBP,0.74271
2023-08-03,EUR,GBP,0.885197
2023-08-03,USD,GBP,0.745907
2023-08-04,USD,GBP,0.748007
2023-08-07,EUR,GBP,0.880303
2023-08-07,USD,GBP,0.743642
2023-08-08,EUR,GBP,0.883207
2023-08-08,USD,GBP,0.743669
2023-08-09,EUR,GBP,0.883823
2023-08-09,USD,GBP,0.747161
2023-08-10,EUR,GBP,0.891055
2023-08-10,USD,GBP,0.744259
2023-08-11,EUR,GBP,0.889233
2023-08-11,USD,GBP,0.740358
2023-08-14,EUR,GBP,0.880777
2023-08-14,USD,GBP,0.741202
2023-08-15,EUR,GBP,0.881996
2023-08-15,USD,GBP,0.743805
2023-08-16,EUR,GBP,0.879509
2023-08-16,USD,GBP,0.741623
2023-08-17,EUR,GBP,0.877713
2023-08-17,USD,GBP,0.739471
2023-08-18,EUR,GBP,0.874972
2023-08-18,USD,GBP,0.743955
2023-08-21,EUR,GBP,0.878455
2023-08-21,USD,GBP,0.73859
2023-08-22,EUR,GBP,0.876674
2023-08-22,USD,GBP,0.740088
2023-08-23,EUR,GBP,0.875117
2023-08-23,USD,GBP,0.736684
2023-08-24,EUR,GBP,0.871132
2023-08-24,USD,GBP,0.741095
2023-08-25,EUR,GBP,0.875302
2023-08-25,USD,GBP,0.738568
2023-08-28,EUR,GBP,0.883637
2023-08-28,USD,GBP,0.74173
2023-08-29,EUR,GBP,0.883077
2023-08-29,USD,GBP,0.739885
2023-08-30,EUR,GBP,0.881057
2023-08-30,USD,GBP,0.736643
2023-08-31,EUR,GBP,0.880979
2023-08-31,USD,GBP,0.735484
2023-09-01,EUR,GBP,0.878769
2023-09-01,USD,GBP,0.735876
2023-09-04,EUR,GBP,0.881132
2023-09-04,USD,GBP,0.732804
2023-09-05,EUR,GBP,0.878102
2023-09-05,USD,GBP,0.732395
2023-09-06,EUR,GBP,0.878399
2023-09-06,USD,GBP,0.727916
2023-09-07,EUR,GBP,0.877116
2023-09-07,USD,GBP,0.726353
2023-09-08,EUR,GBP,0.870755
2023-09-08,USD,GBP,0.727406
2023-09-11,EUR,GBP,0.871075
2023-09-11,USD,GBP,0.723162
2023-09-12,EUR,GBP,0.87031
2023-09-12,USD,GBP,0.720615
2023-09-13,EUR,GBP,0.869069
2023-09-13,USD,GBP,0.718026
2023-09-14,EUR,GBP,0.8658
2023-09-14,USD,GBP,0.715705
2023-09-15,USD,GBP,0.710688
2023-09-18,EUR,GBP,0.854825
2023-09-18,USD,GBP,0.715312
2023-09-19,EUR,GBP,0.852876
2023-09-19,USD,GBP,0.71216
2023-09-20,EUR,GBP,0.854461
2023-09-20,USD,GBP,0.715741
2023-09-21,EUR,GBP,0.856236
2023-09-21,USD,GBP,0.718391
2023-09-22,EUR,GBP,0.850548
2023-09-22,USD,GBP,0.714663
2023-09-25,EUR,GBP,0.847968
2023-09-25,USD,GBP,0.714372
2023-09-26,EUR,GBP,0.846565
2023-09-26,USD,GBP,0.712355
2023-09-27,EUR,GBP,0.836872
2023-09-27,USD,GBP,0.711233
2023-09-28,EUR,GBP,0.839467
2023-09-28,USD,GBP,0.709492
2023-09-29,EUR,GBP,0.841176
2023-09-29,USD,GBP,0.705953
2023-10-02,EUR,GBP,0.840347
2023-10-02,USD,GBP,0.707974
2023-10-03,EUR,GBP,0.8348
2023-10-03,USD,GBP,0.708757
2023-10-04,EUR,GBP,0.832214
2023-10-04,USD,GBP,0.705092
2023-10-05,EUR,GBP,0.832437
2023-10-05,USD,GBP,0.70505
2023-10-06,EUR,GBP,0.832678
2023-10-06,USD,GBP,0.705929
2023-10-09,EUR,GBP,0.831946
2023-10-09,USD,GBP,0.704593
2023-10-10,EUR,GBP,0.835148
2023-10-10,USD,GBP,0.702133
2023-10-11,EUR,GBP,0.837401
2023-10-11,USD,GBP,0.698686
2023-10-12,EUR,GBP,0.836111
2023-10-12,USD,GBP,0.699574
2023-10-13,EUR,GBP,0.835783
2023-10-13,USD,GBP,0.703047
2023-10-16,EUR,GBP,0.843686
2023-10-16,USD,GBP,0.702279
2023-10-17,EUR,GBP,0.845058
2023-10-17,USD,GBP,0.704373
2023-10-18,EUR,GBP,0.846073
2023-10-18,USD,GBP,0.706988
2023-10-19,EUR,GBP,0.841359
2023-10-19,USD,GBP,0.706564
2023-10-20,EUR,GBP,0.844887
2023-10-20,USD,GBP,0.702337
2023-10-23,EUR,GBP,0.841905
2023-10-23,USD,GBP,0.700918
2023-10-24,EUR,GBP,0.840139
2023-10-24,USD,GBP,0.700987
2023-10-25,EUR,GBP,0.837312
2023-10-25,USD,GBP,0.70151
2023-10-26,EUR,GBP,0.839361
2023-10-26,USD,GBP,0.699298
2023-10-27,EUR,GBP,0.841578
2023-10-27,USD,GBP,0.698268
2023-10-30,EUR,GBP,0.837341
2023-10-30,USD,GBP,0.700627
2023-10-31,EUR,GBP,0.836264
2023-10-31,USD,GBP,0.700501
2023-11-01,EUR,GBP,0.836276
2023-11-01,USD,GBP,0.701294
2023-11-02,EUR,GBP,0.836309
2023-11-02,USD,GBP,0.708423
2023-11-03,EUR,GBP,0.834362
2023-11-03,USD,GBP,0.708489
2023-11-06,EUR,GBP,0.834638
2023-11-06,USD,GBP,0.709654
2023-11-07,EUR,GBP,0.833769
2023-11-07,USD,GBP,0.710652
2023-11-08,EUR,GBP,0.830137
2023-11-08,USD,GBP,0.709777
2023-11-09,EUR,GBP,0.833142
2023-11-09,USD,GBP,0.716077
2023-11-10,EUR,GBP,0.833315
2023-11-10,USD,GBP,0.712588
2023-11-13,EUR,GBP,0.828013
2023-11-13,USD,GBP,0.715206
2023-11-14,EUR,GBP,0.828355
2023-11-14,USD,GBP,0.715357
2023-11-15,EUR,GBP,0.829949
2023-11-15,USD,GBP,0.71813
2023-11-16,EUR,GBP,0.830206
2023-11-16,USD,GBP,0.716647
2023-11-17,EUR,GBP,0.829756
2023-11-17,USD,GBP,0.71922
2023-11-20,EUR,GBP,0.823407
2023-11-20,USD,GBP,0.729518
2023-11-21,EUR,GBP,0.822833
2023-11-21,USD,GBP,0.732141
2023-11-22,EUR,GBP,0.815756
2023-11-22,USD,GBP,0.72764
2023-11-23,EUR,GBP,0.813494
2023-11-23,USD,GBP,0.726861
2023-11-24,EUR,GBP,0.815029
2023-11-24,USD,GBP,0.726179
2023-11-27,EUR,GBP,0.817413
2023-11-27,USD,GBP,0.723287
2023-11-28,EUR,GBP,0.811414
2023-11-29,EUR,GBP,0.816449
2023-11-29,USD,GBP,0.726957
2023-11-30,EUR,GBP,0.810109
2023-11-30,USD,GBP,0.728532
2023-12-01,EUR,GBP,0.812821
2023-12-01,USD,GBP,0.730709
2023-12-04,EUR,GBP,0.805735
2023-12-04,USD,GBP,0.731478
2023-12-05,EUR,GBP,0.805046
2023-12-05,USD,GBP,0.731377
2023-12-06,EUR,GBP,0.809138
2023-12-06,USD,GBP,0.726195
2023-12-07,EUR,GBP,0.810648
2023-12-07,USD,GBP,0.730151
2023-12-08,EUR,GBP,0.812746
2023-12-08,USD,GBP,0.730363
2023-12-11,EUR,GBP,0.815941
2023-12-11,USD,GBP,0.732358
2023-12-12,EUR,GBP,0.818631
2023-12-12,USD,GBP,0.73072
2023-12-13,EUR,GBP,0.816835
2023-12-13,USD,GBP,0.730955
2023-12-14,EUR,GBP,0.818474
2023-12-14,USD,GBP,0.731168
2023-12-15,EUR,GBP,0.818834
2023-12-15,USD,GBP,0.732
2023-12-18,EUR,GBP,0.824702
2023-12-18,USD,GBP,0.731061
2023-12-19,EUR,GBP,0.825778
2023-12-19,USD,GBP,0.730127
2023-12-20,EUR,GBP,0.831684
2023-12-20,USD,GBP,0.731436
2023-12-21,EUR,GBP,0.830235
2023-12-21,USD,GBP,0.728663
2023-12-22,USD,GBP,0.73031
2023-12-25,EUR,GBP,0.831698
2023-12-25,USD,GBP,0.727571
2023-12-26,EUR,GBP,0.831312
2023-12-26,USD,GBP,0.731948
2023-12-27,EUR,GBP,0.830734
2023-12-27,USD,GBP,0.732241
2023-12-28,EUR,GBP,0.829392
2023-12-28,USD,GBP,0.730705
2023-12-29,EUR,GBP,0.829891
2023-12-29,USD,GBP,0.728807
2024-01-01,EUR,GBP,0.831504
2024-01-01,USD,GBP,0.724628
2024-01-02,EUR,GBP,0.831488
2024-01-02,USD,GBP,0.727699
2024-01-03,EUR,GBP,0.829237
2024-01-03,USD,GBP,0.726719
2024-01-04,EUR,GBP,0.824181
2024-01-04,USD,GBP,0.723307
2024-01-05,EUR,GBP,0.821082
2024-01-05,USD,GBP,0.721957
2024-01-08,EUR,GBP,0.825787
2024-01-08,USD,GBP,0.724311
2024-01-09,EUR,GBP,0.82505
2024-01-09,USD,GBP,0.723846
2024-01-10,EUR,GBP,0.822226
2024-01-10,USD,GBP,0.724408
2024-01-11,EUR,GBP,0.82341
2024-01-11,USD,GBP,0.722044
2024-01-12,EUR,GBP,0.824639
2024-01-12,USD,GBP,0.72152
2024-01-15,EUR,GBP,0.827026
2024-01-15,USD,GBP,0.726717
2024-01-16,EUR,GBP,0.826062
2024-01-16,USD,GBP,0.72822
2024-01-17,EUR,GBP,0.821114
2024-01-17,USD,GBP,0.727358
2024-01-18,EUR,GBP,0.82623
2024-01-18,USD,GBP,0.728096
2024-01-19,EUR,GBP,0.823772
2024-01-19,USD,GBP,0.734406
2024-01-22,EUR,GBP,0.82762
2024-01-22,USD,GBP,0.734188
2024-01-23,EUR,GBP,0.828193
2024-01-23,USD,GBP,0.736148
2024-01-24,EUR,GBP,0.827922
2024-01-24,USD,GBP,0.741241
2024-01-25,EUR,GBP,0.831665
2024-01-25,USD,GBP,0.743272
2024-01-26,EUR,GBP,0.831018
2024-01-26,USD,GBP,0.743401
2024-01-29,EUR,GBP,0.833365
2024-01-29,USD,GBP,0.745625
2024-01-30,EUR,GBP,0.830109
2024-01-30,USD,GBP,0.748702
2024-01-31,EUR,GBP,0.832024
2024-01-31,USD,GBP,0.74918
2024-02-01,EUR,GBP,0.831801
2024-02-01,USD,GBP,0.748303
2024-02-02,EUR,GBP,0.830742
2024-02-02,USD,GBP,0.74091
2024-02-05,EUR,GBP,0.828116
2024-02-05,USD,GBP,0.7413
2024-02-06,EUR,GBP,0.828034
2024-02-06,USD,GBP,0.745788
2024-02-07,EUR,GBP,0.830504
2024-02-07,USD,GBP,0.744589
2024-02-08,EUR,GBP,0.829659
2024-02-08,USD,GBP,0.745035
2024-02-09,EUR,GBP,0.832216
2024-02-09,USD,GBP,0.745414
2024-02-12,EUR,GBP,0.834698
2024-02-12,USD,GBP,0.749146
2024-02-13,EUR,GBP,0.837427
2024-02-13,USD,GBP,0.749728
2024-02-14,EUR,GBP,0.840816
2024-02-14,USD,GBP,0.746199
2024-02-15,EUR,GBP,0.843062
2024-02-15,USD,GBP,0.738776
2024-02-16,EUR,GBP,0.844573
2024-02-16,USD,GBP,0.740295
2024-02-19,USD,GBP,0.739197
2024-02-20,EUR,GBP,0.860402
2024-02-20,USD,GBP,0.739991
2024-02-21,EUR,GBP,0.85391
2024-02-21,USD,GBP,0.739109
2024-02-22,EUR,GBP,0.856816
2024-02-22,USD,GBP,0.739032
2024-02-23,EUR,GBP,0.858793
2024-02-23,USD,GBP,0.738426
2024-02-26,EUR,GBP,0.860865
2024-02-26,USD,GBP,0.73598
2024-02-27,EUR,GBP,0.860982
2024-02-27,USD,GBP,0.736288
2024-02-28,EUR,GBP,0.864575
2024-02-28,USD,GBP,0.736188
2024-02-29,EUR,GBP,0.863085
2024-02-29,USD,GBP,0.737927
2024-03-01,USD,GBP,0.734424
2024-03-04,EUR,GBP,0.864646
2024-03-04,USD,GBP,0.728621
2024-03-05,EUR,GBP,0.867362
2024-03-05,USD,GBP,0.730483
2024-03-06,EUR,GBP,0.872773
2024-03-06,USD,GBP,0.729288
2024-03-07,EUR,GBP,0.871734
2024-03-07,USD,GBP,0.724901
2024-03-08,EUR,GBP,0.872135
2024-03-08,USD,GBP,0.724165
2024-03-11,EUR,GBP,0.876618
2024-03-11,USD,GBP,0.718839
2024-03-12,EUR,GBP,0.875385
2024-03-12,USD,GBP,0.722187
2024-03-13,EUR,GBP,0.878458
2024-03-13,USD,GBP,0.721971
2024-03-14,EUR,GBP,0.883386
2024-03-14,USD,GBP,0.723949
2024-03-15,EUR,GBP,0.877593
2024-03-15,USD,GBP,0.723079
2024-03-18,EUR,GBP,0.875281
2024-03-18,USD,GBP,0.722425
2024-03-19,EUR,GBP,0.875741
2024-03-19,USD,GBP,0.728128
2024-03-20,EUR,GBP,0.875689
2024-03-20,USD,GBP,0.726648
2024-03-21,EUR,GBP,0.874897
2024-03-21,USD,GBP,0.73063
2024-03-22,EUR,GBP,0.87414
2024-03-22,USD,GBP,0.731697
2024-03-25,EUR,GBP,0.880109
2024-03-25,USD,GBP,0.723307
2024-03-26,EUR,GBP,0.881405
2024-03-26,USD,GBP,0.724364
2024-03-27,EUR,GBP,0.879553
2024-03-27,USD,GBP,0.726457
2024-03-28,EUR,GBP,0.881615
2024-03-28,USD,GBP,0.727479
2024-03-29,EUR,GBP,0.884766
2024-03-29,USD,GBP,0.726673
2024-04-01,EUR,GBP,0.882713
2024-04-01,USD,GBP,0.730791
2024-04-02,EUR,GBP,0.881466
2024-04-02,USD,GBP,0.727531
2024-04-03,EUR,GBP,0.889199
2024-04-03,USD,GBP,0.724217
2024-04-04,EUR,GBP,0.886047
2024-04-04,USD,GBP,0.727724
2024-04-05,EUR,GBP,0.883292
2024-04-05,USD,GBP,0.724861
2024-04-08,EUR,GBP,0.8939
2024-04-08,USD,GBP,0.725871
2024-04-09,EUR,GBP,0.895691
2024-04-09,USD,GBP,0.729206
2024-04-10,EUR,GBP,0.896457
2024-04-10,USD,GBP,0.728332
2024-04-11,EUR,GBP,0.893386
2024-04-11,USD,GBP,0.726451
2024-04-12,EUR,GBP,0.895427
2024-04-12,USD,GBP,0.721398
2024-04-15,EUR,GBP,0.887755
2024-04-15,USD,GBP,0.725045
2024-04-16,EUR,GBP,0.889893
2024-04-16,USD,GBP,0.728871
2024-04-17,EUR,GBP,0.885029
2024-04-17,USD,GBP,0.728278
2024-04-18,EUR,GBP,0.881689
2024-04-18,USD,GBP,0.725165
2024-04-19,EUR,GBP,0.880112
2024-04-19,USD,GBP,0.726754
2024-04-22,EUR,GBP,0.880662
2024-04-22,USD,GBP,0.728556
2024-04-23,EUR,GBP,0.875902
2024-04-23,USD,GBP,0.727753
2024-04-24,EUR,GBP,0.878721
2024-04-24,USD,GBP,0.73247
2024-04-25,EUR,GBP,0.878418
2024-04-25,USD,GBP,0.736221
2024-04-26,EUR,GBP,0.880254
2024-04-26,USD,GBP,0.738387
2024-04-29,EUR,GBP,0.88511
2024-04-29,USD,GBP,0.730002
2024-04-30,EUR,GBP,0.879783
2024-04-30,USD,GBP,0.730497
2024-05-01,EUR,GBP,0.878242
2024-05-01,USD,GBP,0.729349
2024-05-02,EUR,GBP,0.876451
2024-05-02,USD,GBP,0.730447
2024-05-03,EUR,GBP,0.877272
2024-05-03,USD,GBP,0.729664
2024-05-06,EUR,GBP,0.887536
2024-05-06,USD,GBP,0.725085
2024-05-07,EUR,GBP,0.890547
2024-05-07,USD,GBP,0.723026
2024-05-08,EUR,GBP,0.893887
2024-05-08,USD,GBP,0.718635
2024-05-09,EUR,GBP,0.891873
2024-05-09,USD,GBP,0.71371
2024-05-10,EUR,GBP,0.889813
2024-05-10,USD,GBP,0.713719
2024-05-13,EUR,GBP,0.889777
2024-05-13,USD,GBP,0.71103
2024-05-14,EUR,GBP,0.886788
2024-05-14,USD,GBP,0.711025
2024-05-15,EUR,GBP,0.89062
2024-05-15,USD,GBP,0.712684
2024-05-16,EUR,GBP,0.889943
2024-05-16,USD,GBP,0.716296
2024-05-17,EUR,GBP,0.888207
2024-05-17,USD,GBP,0.71473
2024-05-20,EUR,GBP,0.889815
2024-05-20,USD,GBP,0.71781
2024-05-21,EUR,GBP,0.894123
2024-05-21,USD,GBP,0.723491
2024-05-22,EUR,GBP,0.894612
2024-05-22,USD,GBP,0.722132
2024-05-23,EUR,GBP,0.901337
2024-05-23,USD,GBP,0.722312
2024-05-24,EUR,GBP,0.899265
2024-05-24,USD,GBP,0.721425
2024-05-27,EUR,GBP,0.89582
2024-05-27,USD,GBP,0.71767
2024-05-28,EUR,GBP,0.901168
2024-05-28,USD,GBP,0.715426
2024-05-29,EUR,GBP,0.901059
2024-05-29,USD,GBP,0.719945
2024-05-30,EUR,GBP,0.901272
2024-05-30,USD,GBP,0.723181
2024-05-31,EUR,GBP,0.900206
2024-05-31,USD,GBP,0.721773
2024-06-03,EUR,GBP,0.898081
2024-06-03,USD,GBP,0.716671
2024-06-04,EUR,GBP,0.897664
2024-06-04,USD,GBP,0.718826
2024-06-05,EUR,GBP,0.897882
2024-06-05,USD,GBP,0.717952
2024-06-06,EUR,GBP,0.895756
2024-06-06,USD,GBP,0.720099
2024-06-07,EUR,GBP,0.893695
2024-06-07,USD,GBP,0.723554
2024-06-10,EUR,GBP,0.898639
2024-06-10,USD,GBP,0.722714
2024-06-11,EUR,GBP,0.897766
2024-06-11,USD,GBP,0.722213
2024-06-12,EUR,GBP,0.898358
2024-06-12,USD,GBP,0.718773
2024-06-13,EUR,GBP,0.893773
2024-06-13,USD,GBP,0.720787
2024-06-14,EUR,GBP,0.891809
2024-06-14,USD,GBP,0.725905
2024-06-17,EUR,GBP,0.895069
2024-06-17,USD,GBP,0.721711
2024-06-18,EUR,GBP,0.894992
2024-06-18,USD,GBP,0.72382
2024-06-19,EUR,GBP,0.892759
2024-06-19,USD,GBP,0.726098
2024-06-20,EUR,GBP,0.894174
2024-06-20,USD,GBP,0.727121
2024-06-21,EUR,GBP,0.888529
2024-06-21,USD,GBP,0.725924
2024-06-24,EUR,GBP,0.891327
2024-06-24,USD,GBP,0.7251
2024-06-25,EUR,GBP,0.894295
2024-06-25,USD,GBP,0.726025
2024-06-26,EUR,GBP,0.897501
2024-06-26,USD,GBP,0.721745
2024-06-27,EUR,GBP,0.893328
2024-06-27,USD,GBP,0.723352
2024-06-28,EUR,GBP,0.897132
2024-06-28,USD,GBP,0.724008
2024-07-01,EUR,GBP,0.900006
2024-07-01,USD,GBP,0.725496
2024-07-02,EUR,GBP,0.891277
2024-07-02,USD,GBP,0.724319
2024-07-03,EUR,GBP,0.893373
2024-07-03,USD,GBP,0.723565
2024-07-04,EUR,GBP,0.897202
2024-07-04,USD,GBP,0.722636
2024-07-05,EUR,GBP,0.895472
2024-07-05,USD,GBP,0.723656
2024-07-08,EUR,GBP,0.886824
2024-07-08,USD,GBP,0.720292
2024-07-09,EUR,GBP,0.889128
2024-07-09,USD,GBP,0.718319
2024-07-10,EUR,GBP,0.887514
2024-07-10,USD,GBP,0.715603
2024-07-11,EUR,GBP,0.885423
2024-07-11,USD,GBP,0.710179
2024-07-12,EUR,GBP,0.887581
2024-07-12,USD,GBP,0.710627
2024-07-15,EUR,GBP,0.896195
2024-07-15,USD,GBP,0.704956
2024-07-16,EUR,GBP,0.893805
2024-07-16,USD,GBP,0.702173
2024-07-17,EUR,GBP,0.889263
2024-07-17,USD,GBP,0.70247
2024-07-18,EUR,GBP,0.891378
2024-07-18,USD,GBP,0.704782
2024-07-19,EUR,GBP,0.890416
2024-07-19,USD,GBP,0.70613
2024-07-22,EUR,GBP,0.88428
2024-07-22,USD,GBP,0.710426
2024-07-23,EUR,GBP,0.890476
2024-07-23,USD,GBP,0.712632
2024-07-24,EUR,GBP,0.891496
2024-07-24,USD,GBP,0.707254
2024-07-25,EUR,GBP,0.890546
2024-07-25,USD,GBP,0.712733
2024-07-26,EUR,GBP,0.884627
2024-07-26,USD,GBP,0.712928
2024-07-29,EUR,GBP,0.879398
2024-07-29,USD,GBP,0.711443
2024-07-30,EUR,GBP,0.882381
2024-07-30,USD,GBP,0.716533
2024-07-31,EUR,GBP,0.882843
2024-07-31,USD,GBP,0.714912
2024-08-01,EUR,GBP,0.876556
2024-08-01,USD,GBP,0.711929
2024-08-02,EUR,GBP,0.877139
2024-08-02,USD,GBP,0.713522
2024-08-05,EUR,GBP,0.880316
2024-08-05,USD,GBP,0.716075
2024-08-06,EUR,GBP,0.880004
2024-08-06,USD,GBP,0.717813
2024-08-07,EUR,GBP,0.877886
2024-08-07,USD,GBP,0.718994
2024-08-08,EUR,GBP,0.87681
2024-08-08,USD,GBP,0.720737
2024-08-09,EUR,GBP,0.875658
2024-08-09,USD,GBP,0.722659
2024-08-12,EUR,GBP,0.873644
2024-08-12,USD,GBP,0.72251
2024-08-13,EUR,GBP,0.870692
2024-08-13,USD,GBP,0.72128
2024-08-14,USD,GBP,0.718303
2024-08-15,EUR,GBP,0.867931
2024-08-15,USD,GBP,0.717387
2024-08-16,EUR,GBP,0.865817
2024-08-16,USD,GBP,0.715695
2024-08-19,EUR,GBP,0.861782
2024-08-19,USD,GBP,0.711882
2024-08-20,EUR,GBP,0.857674
2024-08-20,USD,GBP,0.708111
2024-08-21,USD,GBP,0.709377
2024-08-22,EUR,GBP,0.858988
2024-08-22,USD,GBP,0.712657
2024-08-23,EUR,GBP,0.857959
2024-08-26,EUR,GBP,0.866539
2024-08-26,USD,GBP,0.712143
2024-08-27,EUR,GBP,0.86996
2024-08-27,USD,GBP,0.712722
2024-08-28,EUR,GBP,0.871559
2024-08-28,USD,GBP,0.709409
2024-08-29,EUR,GBP,0.872741
2024-08-29,USD,GBP,0.714685
2024-08-30,EUR,GBP,0.867393
2024-08-30,USD,GBP,0.712884
2024-09-02,EUR,GBP,0.861699
2024-09-02,USD,GBP,0.709619
2024-09-03,EUR,GBP,0.863789
2024-09-03,USD,GBP,0.710268
2024-09-04,EUR,GBP,0.86231
2024-09-04,USD,GBP,0.710764
2024-09-05,EUR,GBP,0.861298
2024-09-05,USD,GBP,0.713297
2024-09-06,EUR,GBP,0.863021
2024-09-06,USD,GBP,0.712634
2024-09-09,EUR,GBP,0.872114
2024-09-09,USD,GBP,0.718733
2024-09-10,EUR,GBP,0.871699
2024-09-10,USD,GBP,0.715547
2024-09-11,EUR,GBP,0.871084
2024-09-11,USD,GBP,0.715316
2024-09-12,EUR,GBP,0.870905
2024-09-12,USD,GBP,0.71601
2024-09-13,USD,GBP,0.716044
2024-09-16,EUR,GBP,0.875234
2024-09-16,USD,GBP,0.719529
2024-09-17,EUR,GBP,0.883233
2024-09-17,USD,GBP,0.715674
2024-09-18,EUR,GBP,0.88231
2024-09-18,USD,GBP,0.712485
2024-09-19,EUR,GBP,0.886679
2024-09-19,USD,GBP,0.711585
2024-09-20,EUR,GBP,0.888925
2024-09-20,USD,GBP,0.713222
2024-09-23,EUR,GBP,0.890148
2024-09-23,USD,GBP,0.718732
2024-09-24,EUR,GBP,0.895347
2024-09-24,USD,GBP,0.719193
2024-09-25,EUR,GBP,0.901867
2024-09-25,USD,GBP,0.718827
2024-09-26,EUR,GBP,0.906438
2024-09-26,USD,GBP,0.722335
2024-09-27,EUR,GBP,0.911925
2024-09-27,USD,GBP,0.721978
2024-09-30,EUR,GBP,0.908626
2024-09-30,USD,GBP,0.717842
2024-10-01,EUR,GBP,0.906947
2024-10-01,USD,GBP,0.718423
2024-10-02,EUR,GBP,0.90478
2024-10-02,USD,GBP,0.721833
2024-10-03,EUR,GBP,0.906772
2024-10-03,USD,GBP,0.722934
2024-10-04,EUR,GBP,0.904707
2024-10-04,USD,GBP,0.718477
2024-10-07,EUR,GBP,0.907927
2024-10-07,USD,GBP,0.721188
2024-10-08,EUR,GBP,0.907395
2024-10-08,USD,GBP,0.723206
2024-10-09,EUR,GBP,0.905609
2024-10-09,USD,GBP,0.725983
2024-10-10,EUR,GBP,0.907744
2024-10-10,USD,GBP,0.722686
2024-10-11,EUR,GBP,0.904689
2024-10-11,USD,GBP,0.720968
2024-10-14,EUR,GBP,0.908874
2024-10-14,USD,GBP,0.718047
2024-10-15,EUR,GBP,0.911796
2024-10-15,USD,GBP,0.718811
2024-10-16,EUR,GBP,0.913982
2024-10-16,USD,GBP,0.719294
