budget_id,fiscal_year,fiscal_period,account_code,cost_centre_code,budget_amount_gbp,status,version
466,FY2023,10,6020,CC400,1700.0,APPROVED,v2
467,FY2023,10,6020,CC500,850.0,APPROVED,v2
468,FY2023,10,6020,CC600,800.0,APPROVED,v2
469,FY2023,10,6130,CC100,1050.0,APPROVED,v2
470,FY2023,10,6140,CC300,5950.0,APPROVED,v2
471,FY2023,10,6140,CC400,1450.0,APPROVED,v2
472,FY2023,10,6200,CC210,1250.0,APPROVED,v2
473,FY2023,10,6200,CC220,850.0,APPROVED,v2
474,FY2023,10,6210,CC100,3450.0,APPROVED,v2
475,FY2023,10,6320,CC500,600.0,APPROVED,v2
476,FY2023,10,6400,CC200,600.0,APPROVED,v2
477,FY2023,10,6400,CC210,2500.0,APPROVED,v2
478,FY2023,10,6500,CC500,1650.0,APPROVED,v2
479,FY2023,10,6510,CC500,1250.0,APPROVED,v2
480,FY2023,10,6520,CC500,550.0,APPROVED,v2
481,FY2023,10,6600,CC100,16400.0,APPROVED,v2
482,FY2023,10,6900,CC220,-1200.0,APPROVED,v2
483,FY2023,10,6900,CC400,550.0,APPROVED,v2
484,FY2023,11,4000,CC200,211950.0,APPROVED,v2
485,FY2023,11,4000,CC210,143750.0,APPROVED,v2
486,FY2023,11,4010,CC220,125150.0,APPROVED,v2
487,FY2023,11,4020,CC200,28000.0,APPROVED,v2
488,FY2023,11,4020,CC210,3350.0,APPROVED,v2
489,FY2023,11,4020,CC220,18850.0,APPROVED,v2
490,FY2023,11,4030,CC200,28050.0,APPROVED,v2
491,FY2023,11,4030,CC210,7350.0,APPROVED,v2
492,FY2023,11,5000,CC300,127650.0,APPROVED,v2
493,FY2023,11,5000,CC400,23700.0,APPROVED,v2
494,FY2023,11,5010,CC300,2050.0,APPROVED,v2
495,FY2023,11,5020,CC400,2500.0,APPROVED,v2
496,FY2023,11,6000,CC100,13500.0,APPROVED,v2
497,FY2023,11,6000,CC200,34950.0,APPROVED,v2
498,FY2023,11,6000,CC210,37850.0,APPROVED,v2
499,FY2023,11,6000,CC220,20450.0,APPROVED,v2
500,FY2023,11,6000,CC300,50900.0,APPROVED,v2
501,FY2023,11,6000,CC400,45850.0,APPROVED,v2
502,FY2023,11,6000,CC500,28650.0,APPROVED,v2
503,FY2023,11,6000,CC600,20050.0,APPROVED,v2
504,FY2023,11,6010,CC100,2050.0,APPROVED,v2
505,FY2023,11,6010,CC200,5700.0,APPROVED,v2
506,FY2023,11,6010,CC210,5000.0,APPROVED,v2
507,FY2023,11,6010,CC220,2800.0,APPROVED,v2
508,FY2023,11,6010,CC300,8150.0,APPROVED,v2
509,FY2023,11,6010,CC400,6000.0,APPROVED,v2
510,FY2023,11,6010,CC500,3350.0,APPROVED,v2
511,FY2023,11,6010,CC600,3000.0,APPROVED,v2
512,FY2023,11,6020,CC100,600.0,APPROVED,v2
513,FY2023,11,6020,CC200,1750.0,APPROVED,v2
514,FY2023,11,6020,CC210,1450.0,APPROVED,v2
515,FY2023,11,6020,CC220,750.0,APPROVED,v2
516,FY2023,11,6020,CC300,2000.0,APPROVED,v2
517,FY2023,11,6020,CC400,1800.0,APPROVED,v2
518,FY2023,11,6020,CC500,1100.0,APPROVED,v2
519,FY2023,11,6020,CC600,850.0,APPROVED,v2
520,FY2023,11,6040,CC100,2600.0,APPROVED,v2
521,FY2023,11,6100,CC100,700.0,APPROVED,v2
522,FY2023,11,6110,CC100,1750.0,APPROVED,v2
523,FY2023,11,6120,CC400,900.0,APPROVED,v2
524,FY2023,11,6140,CC300,4150.0,APPROVED,v2
525,FY2023,11,6210,CC100,3350.0,APPROVED,v2
526,FY2023,11,6210,CC210,22700.0,APPROVED,v2
527,FY2023,11,6300,CC600,5850.0,APPROVED,v2
528,FY2023,11,6310,CC600,900.0,APPROVED,v2
529,FY2023,11,6400,CC220,4850.0,APPROVED,v2
530,FY2023,11,6510,CC500,3550.0,APPROVED,v2
531,FY2023,11,6600,CC100,17400.0,APPROVED,v2
532,FY2023,11,6900,CC400,-600.0,APPROVED,v2
533,FY2023,12,4000,CC200,111500.0,APPROVED,v2
534,FY2023,12,4000,CC210,217950.0,APPROVED,v2
535,FY2023,12,4010,CC220,266550.0,APPROVED,v2
536,FY2023,12,4020,CC210,3550.0,APPROVED,v2
537,FY2023,12,4020,CC220,19450.0,APPROVED,v2
538,FY2023,12,4030,CC200,48500.0,APPROVED,v2
539,FY2023,12,4030,CC210,37450.0,APPROVED,v2
540,FY2023,12,5000,CC300,112900.0,APPROVED,v2
541,FY2023,12,5000,CC400,53550.0,APPROVED,v2
542,FY2023,12,5010,CC300,3850.0,APPROVED,v2
543,FY2023,12,5020,CC400,3050.0,APPROVED,v2
544,FY2023,12,6000,CC100,12700.0,APPROVED,v2
545,FY2023,12,6000,CC200,42400.0,APPROVED,v2
546,FY2023,12,6000,CC210,39350.0,APPROVED,v2
547,FY2023,12,6000,CC220,19650.0,APPROVED,v2
548,FY2023,12,6000,CC300,55450.0,APPROVED,v2
549,FY2023,12,6000,CC400,47700.0,APPROVED,v2
550,FY2023,12,6000,CC500,27000.0,APPROVED,v2
551,FY2023,12,6000,CC600,20700.0,APPROVED,v2
552,FY2023,12,6010,CC100,2250.0,APPROVED,v2
553,FY2023,12,6010,CC200,5250.0,APPROVED,v2
554,FY2023,12,6010,CC210,5900.0,APPROVED,v2
555,FY2023,12,6010,CC220,2950.0,APPROVED,v2
556,FY2023,12,6010,CC300,7950.0,APPROVED,v2
557,FY2023,12,6010,CC400,6100.0,APPROVED,v2
558,FY2023,12,6010,CC500,3650.0,APPROVED,v2
559,FY2023,12,6010,CC600,2750.0,APPROVED,v2
560,FY2023,12,6020,CC100,550.0,APPROVED,v2
561,FY2023,12,6020,CC200,1550.0,APPROVED,v2
562,FY2023,12,6020,CC210,1600.0,APPROVED,v2
563,FY2023,12,6020,CC220,900.0,APPROVED,v2
564,FY2023,12,6020,CC300,2050.0,APPROVED,v2
565,FY2023,12,6020,CC400,2000.0,APPROVED,v2
566,FY2023,12,6020,CC500,1000.0,APPROVED,v2
567,FY2023,12,6020,CC600,900.0,APPROVED,v2
568,FY2023,12,6040,CC100,5650.0,APPROVED,v2
569,FY2023,12,6100,CC100,2900.0,APPROVED,v2
570,FY2023,12,6140,CC400,3700.0,APPROVED,v2
571,FY2023,12,6210,CC200,750.0,APPROVED,v2
572,FY2023,12,6210,CC500,2050.0,APPROVED,v2
573,FY2023,12,6220,CC210,2650.0,APPROVED,v2
574,FY2023,12,6300,CC600,10600.0,APPROVED,v2
575,FY2023,12,6310,CC600,4600.0,APPROVED,v2
576,FY2023,12,6400,CC200,1500.0,APPROVED,v2
577,FY2023,12,6400,CC210,750.0,APPROVED,v2
578,FY2023,12,6400,CC220,850.0,APPROVED,v2
579,FY2023,12,6500,CC500,69900.0,APPROVED,v2
580,FY2023,12,6510,CC500,650.0,APPROVED,v2
581,FY2023,12,6520,CC500,500.0,APPROVED,v2
582,FY2023,12,6600,CC100,19700.0,APPROVED,v2
583,FY2023,12,6900,CC220,-5750.0,APPROVED,v2
584,FY2023,12,8000,CC500,226900.0,APPROVED,v2
585,FY2024,1,4000,CC200,187200.0,APPROVED,v2
586,FY2024,1,4000,CC210,36950.0,APPROVED,v2
587,FY2024,1,4010,CC220,168300.0,APPROVED,v2
588,FY2024,1,4020,CC200,4450.0,APPROVED,v2
589,FY2024,1,4020,CC220,85500.0,APPROVED,v2
590,FY2024,1,4030,CC200,45350.0,APPROVED,v2
591,FY2024,1,4030,CC210,50450.0,APPROVED,v2
592,FY2024,1,5000,CC300,67300.0,APPROVED,v2
593,FY2024,1,5000,CC400,81350.0,APPROVED,v2
594,FY2024,1,5010,CC300,2800.0,APPROVED,v2
595,FY2024,1,5020,CC400,5100.0,APPROVED,v2
596,FY2024,1,6000,CC100,14800.0,APPROVED,v2
597,FY2024,1,6000,CC200,39450.0,APPROVED,v2
598,FY2024,1,6000,CC210,30550.0,APPROVED,v2
599,FY2024,1,6000,CC220,16850.0,APPROVED,v2
600,FY2024,1,6000,CC300,47450.0,APPROVED,v2
601,FY2024,1,6000,CC400,46050.0,APPROVED,v2
602,FY2024,1,6000,CC500,19400.0,APPROVED,v2
603,FY2024,1,6000,CC600,20850.0,APPROVED,v2
604,FY2024,1,6010,CC100,2100.0,APPROVED,v2
605,FY2024,1,6010,CC200,5850.0,APPROVED,v2
606,FY2024,1,6010,CC210,4500.0,APPROVED,v2
607,FY2024,1,6010,CC220,2200.0,APPROVED,v2
608,FY2024,1,6010,CC300,6200.0,APPROVED,v2
609,FY2024,1,6010,CC400,6250.0,APPROVED,v2
610,FY2024,1,6010,CC500,2900.0,APPROVED,v2
611,FY2024,1,6010,CC600,2750.0,APPROVED,v2
612,FY2024,1,6020,CC100,550.0,APPROVED,v2
613,FY2024,1,6020,CC200,1650.0,APPROVED,v2
614,FY2024,1,6020,CC210,1150.0,APPROVED,v2
615,FY2024,1,6020,CC220,650.0,APPROVED,v2
616,FY2024,1,6020,CC300,2100.0,APPROVED,v2
617,FY2024,1,6020,CC400,1850.0,APPROVED,v2
618,FY2024,1,6020,CC500,800.0,APPROVED,v2
619,FY2024,1,6020,CC600,800.0,APPROVED,v2
620,FY2024,1,6040,CC100,4450.0,APPROVED,v2
621,FY2024,1,6120,CC400,2450.0,APPROVED,v2
622,FY2024,1,6200,CC210,2200.0,APPROVED,v2
623,FY2024,1,6210,CC220,2550.0,APPROVED,v2
624,FY2024,1,6220,CC220,850.0,APPROVED,v2
625,FY2024,1,6300,CC600,7150.0,APPROVED,v2
626,FY2024,1,6310,CC600,1000.0,APPROVED,v2
627,FY2024,1,6320,CC100,2000.0,APPROVED,v2
628,FY2024,1,6510,CC500,800.0,APPROVED,v2
629,FY2024,1,6600,CC100,15600.0,APPROVED,v2
630,FY2024,1,6900,CC220,-950.0,APPROVED,v2
631,FY2024,2,4000,CC200,189600.0,APPROVED,v2
632,FY2024,2,4000,CC210,112550.0,APPROVED,v2
633,FY2024,2,4010,CC220,100350.0,APPROVED,v2
634,FY2024,2,4020,CC200,5600.0,APPROVED,v2
635,FY2024,2,4020,CC220,22950.0,APPROVED,v2
636,FY2024,2,4030,CC200,44350.0,APPROVED,v2
637,FY2024,2,4030,CC210,20900.0,APPROVED,v2
638,FY2024,2,5000,CC300,67700.0,APPROVED,v2
639,FY2024,2,5000,CC400,23150.0,APPROVED,v2
640,FY2024,2,5010,CC300,5700.0,APPROVED,v2
641,FY2024,2,5020,CC400,8400.0,APPROVED,v2
642,FY2024,2,6000,CC100,15050.0,APPROVED,v2
643,FY2024,2,6000,CC200,36300.0,APPROVED,v2
644,FY2024,2,6000,CC210,34700.0,APPROVED,v2
645,FY2024,2,6000,CC220,16500.0,APPROVED,v2
646,FY2024,2,6000,CC300,45650.0,APPROVED,v2
647,FY2024,2,6000,CC400,44250.0,APPROVED,v2
648,FY2024,2,6000,CC500,20150.0,APPROVED,v2
649,FY2024,2,6000,CC600,20950.0,APPROVED,v2
650,FY2024,2,6010,CC100,2050.0,APPROVED,v2
651,FY2024,2,6010,CC200,5600.0,APPROVED,v2
652,FY2024,2,6010,CC210,4700.0,APPROVED,v2
653,FY2024,2,6010,CC220,2000.0,APPROVED,v2
654,FY2024,2,6010,CC300,6650.0,APPROVED,v2
655,FY2024,2,6010,CC400,5700.0,APPROVED,v2
656,FY2024,2,6010,CC500,2750.0,APPROVED,v2
657,FY2024,2,6010,CC600,2800.0,APPROVED,v2
658,FY2024,2,6020,CC100,600.0,APPROVED,v2
659,FY2024,2,6020,CC200,1550.0,APPROVED,v2
660,FY2024,2,6020,CC210,1200.0,APPROVED,v2
661,FY2024,2,6020,CC220,650.0,APPROVED,v2
662,FY2024,2,6020,CC300,2050.0,APPROVED,v2
663,FY2024,2,6020,CC400,1800.0,APPROVED,v2
664,FY2024,2,6020,CC500,900.0,APPROVED,v2
665,FY2024,2,6020,CC600,800.0,APPROVED,v2
666,FY2024,2,6040,CC100,2600.0,APPROVED,v2
667,FY2024,2,6100,CC100,1050.0,APPROVED,v2
668,FY2024,2,6110,CC100,2900.0,APPROVED,v2
669,FY2024,2,6120,CC300,900.0,APPROVED,v2
670,FY2024,2,6130,CC100,2400.0,APPROVED,v2
671,FY2024,2,6210,CC100,1100.0,APPROVED,v2
672,FY2024,2,6210,CC200,5650.0,APPROVED,v2
673,FY2024,2,6300,CC600,7150.0,APPROVED,v2
674,FY2024,2,6400,CC200,1900.0,APPROVED,v2
675,FY2024,2,6520,CC500,600.0,APPROVED,v2
676,FY2024,2,6600,CC100,14050.0,APPROVED,v2
677,FY2024,2,6900,CC220,2000.0,APPROVED,v2
678,FY2024,3,4000,CC200,175700.0,APPROVED,v2
679,FY2024,3,4000,CC210,133400.0,APPROVED,v2
680,FY2024,3,4010,CC220,151200.0,APPROVED,v2
681,FY2024,3,4020,CC200,13550.0,APPROVED,v2
682,FY2024,3,4020,CC220,53800.0,APPROVED,v2
683,FY2024,3,4030,CC200,64150.0,APPROVED,v2
684,FY2024,3,4030,CC210,20200.0,APPROVED,v2
685,FY2024,3,5000,CC300,105050.0,APPROVED,v2
686,FY2024,3,5000,CC400,103050.0,APPROVED,v2
687,FY2024,3,5020,CC400,1300.0,APPROVED,v2
688,FY2024,3,6000,CC100,13400.0,APPROVED,v2
689,FY2024,3,6000,CC200,39850.0,APPROVED,v2
690,FY2024,3,6000,CC210,32050.0,APPROVED,v2
691,FY2024,3,6000,CC220,13700.0,APPROVED,v2
692,FY2024,3,6000,CC300,47950.0,APPROVED,v2
693,FY2024,3,6000,CC400,43850.0,APPROVED,v2
694,FY2024,3,6000,CC500,19100.0,APPROVED,v2
695,FY2024,3,6000,CC600,20950.0,APPROVED,v2
696,FY2024,3,6010,CC100,2000.0,APPROVED,v2
697,FY2024,3,6010,CC200,5150.0,APPROVED,v2
698,FY2024,3,6010,CC210,4650.0,APPROVED,v2
699,FY2024,3,6010,CC220,1800.0,APPROVED,v2
700,FY2024,3,6010,CC300,6600.0,APPROVED,v2
701,FY2024,3,6010,CC400,7000.0,APPROVED,v2
702,FY2024,3,6010,CC500,2800.0,APPROVED,v2
703,FY2024,3,6010,CC600,2800.0,APPROVED,v2
704,FY2024,3,6020,CC100,600.0,APPROVED,v2
705,FY2024,3,6020,CC200,1400.0,APPROVED,v2
706,FY2024,3,6020,CC210,1250.0,APPROVED,v2
707,FY2024,3,6020,CC220,550.0,APPROVED,v2
708,FY2024,3,6020,CC300,1900.0,APPROVED,v2
709,FY2024,3,6020,CC400,1900.0,APPROVED,v2
710,FY2024,3,6020,CC500,800.0,APPROVED,v2
711,FY2024,3,6020,CC600,900.0,APPROVED,v2
712,FY2024,3,6040,CC100,1900.0,APPROVED,v2
713,FY2024,3,6100,CC100,3150.0,APPROVED,v2
714,FY2024,3,6110,CC100,1100.0,APPROVED,v2
715,FY2024,3,6120,CC400,2000.0,APPROVED,v2
716,FY2024,3,6200,CC200,1000.0,APPROVED,v2
717,FY2024,3,6210,CC100,900.0,APPROVED,v2
718,FY2024,3,6220,CC210,1700.0,APPROVED,v2
719,FY2024,3,6310,CC600,2750.0,APPROVED,v2
720,FY2024,3,6400,CC220,1400.0,APPROVED,v2
721,FY2024,3,6600,CC100,16900.0,APPROVED,v2
722,FY2024,3,6900,CC220,1200.0,APPROVED,v2
723,FY2024,4,4000,CC200,121900.0,APPROVED,v2
724,FY2024,4,4000,CC210,118800.0,APPROVED,v2
725,FY2024,4,4010,CC220,157150.0,APPROVED,v2
726,FY2024,4,4020,CC200,13550.0,APPROVED,v2
727,FY2024,4,4020,CC220,51450.0,APPROVED,v2
728,FY2024,4,4030,CC200,65050.0,APPROVED,v2
729,FY2024,4,4030,CC210,3100.0,APPROVED,v2
730,FY2024,4,5000,CC300,110550.0,APPROVED,v2
731,FY2024,4,5000,CC400,142950.0,APPROVED,v2
732,FY2024,4,5010,CC300,4950.0,APPROVED,v2
733,FY2024,4,5020,CC400,5000.0,APPROVED,v2
734,FY2024,4,6000,CC100,12650.0,APPROVED,v2
735,FY2024,4,6000,CC200,41000.0,APPROVED,v2
736,FY2024,4,6000,CC210,32200.0,APPROVED,v2
737,FY2024,4,6000,CC220,13100.0,APPROVED,v2
738,FY2024,4,6000,CC300,50250.0,APPROVED,v2
739,FY2024,4,6000,CC400,52650.0,APPROVED,v2
740,FY2024,4,6000,CC500,20400.0,APPROVED,v2
741,FY2024,4,6000,CC600,20900.0,APPROVED,v2
742,FY2024,4,6010,CC100,1900.0,APPROVED,v2
743,FY2024,4,6010,CC200,5250.0,APPROVED,v2
744,FY2024,4,6010,CC210,4750.0,APPROVED,v2
745,FY2024,4,6010,CC220,2000.0,APPROVED,v2
746,FY2024,4,6010,CC300,6700.0,APPROVED,v2
747,FY2024,4,6010,CC400,7150.0,APPROVED,v2
748,FY2024,4,6010,CC500,3100.0,APPROVED,v2
749,FY2024,4,6010,CC600,2750.0,APPROVED,v2
750,FY2024,4,6020,CC100,600.0,APPROVED,v2
751,FY2024,4,6020,CC200,1650.0,APPROVED,v2
752,FY2024,4,6020,CC210,1200.0,APPROVED,v2
753,FY2024,4,6020,CC220,550.0,APPROVED,v2
754,FY2024,4,6020,CC300,1950.0,APPROVED,v2
755,FY2024,4,6020,CC400,1950.0,APPROVED,v2
756,FY2024,4,6020,CC500,800.0,APPROVED,v2
757,FY2024,4,6020,CC600,950.0,APPROVED,v2
758,FY2024,4,6040,CC100,3400.0,APPROVED,v2
759,FY2024,4,6120,CC400,1950.0,APPROVED,v2
760,FY2024,4,6130,CC100,1200.0,APPROVED,v2
761,FY2024,4,6140,CC400,950.0,APPROVED,v2
762,FY2024,4,6210,CC100,650.0,APPROVED,v2
763,FY2024,4,6300,CC600,950.0,APPROVED,v2
764,FY2024,4,6400,CC220,7600.0,APPROVED,v2
765,FY2024,4,6500,CC500,3400.0,APPROVED,v2
766,FY2024,4,6600,CC100,18800.0,APPROVED,v2
767,FY2024,4,6900,CC220,4550.0,APPROVED,v2
768,FY2024,5,4000,CC200,157600.0,APPROVED,v2
769,FY2024,5,4000,CC210,67900.0,APPROVED,v2
770,FY2024,5,4010,CC220,134750.0,APPROVED,v2
771,FY2024,5,4020,CC200,23200.0,APPROVED,v2
772,FY2024,5,4020,CC210,31400.0,APPROVED,v2
773,FY2024,5,4020,CC220,31050.0,APPROVED,v2
774,FY2024,5,4030,CC200,30150.0,APPROVED,v2
775,FY2024,5,4030,CC210,51300.0,APPROVED,v2
776,FY2024,5,5000,CC300,58950.0,APPROVED,v2
777,FY2024,5,5000,CC400,27900.0,APPROVED,v2
778,FY2024,5,5010,CC300,850.0,APPROVED,v2
779,FY2024,5,5020,CC400,5550.0,APPROVED,v2
780,FY2024,5,6000,CC100,14350.0,APPROVED,v2
781,FY2024,5,6000,CC200,39350.0,APPROVED,v2
782,FY2024,5,6000,CC210,35550.0,APPROVED,v2
783,FY2024,5,6000,CC220,21000.0,APPROVED,v2
784,FY2024,5,6000,CC300,43200.0,APPROVED,v2
785,FY2024,5,6000,CC400,46450.0,APPROVED,v2
786,FY2024,5,6000,CC500,20050.0,APPROVED,v2
787,FY2024,5,6000,CC600,22000.0,APPROVED,v2
788,FY2024,5,6010,CC100,2000.0,APPROVED,v2
789,FY2024,5,6010,CC200,5650.0,APPROVED,v2
790,FY2024,5,6010,CC210,4950.0,APPROVED,v2
791,FY2024,5,6010,CC220,2800.0,APPROVED,v2
792,FY2024,5,6010,CC300,6200.0,APPROVED,v2
793,FY2024,5,6010,CC400,6550.0,APPROVED,v2
794,FY2024,5,6010,CC500,2700.0,APPROVED,v2
795,FY2024,5,6010,CC600,2850.0,APPROVED,v2
796,FY2024,5,6020,CC100,600.0,APPROVED,v2
797,FY2024,5,6020,CC200,1500.0,APPROVED,v2
798,FY2024,5,6020,CC210,1500.0,APPROVED,v2
799,FY2024,5,6020,CC220,750.0,APPROVED,v2
800,FY2024,5,6020,CC300,1800.0,APPROVED,v2
801,FY2024,5,6020,CC400,2050.0,APPROVED,v2
802,FY2024,5,6020,CC500,800.0,APPROVED,v2
803,FY2024,5,6020,CC600,900.0,APPROVED,v2
804,FY2024,5,6040,CC100,8550.0,APPROVED,v2
805,FY2024,5,6100,CC100,1050.0,APPROVED,v2
806,FY2024,5,6120,CC400,8000.0,APPROVED,v2
807,FY2024,5,6140,CC400,1400.0,APPROVED,v2
808,FY2024,5,6200,CC200,1950.0,APPROVED,v2
809,FY2024,5,6200,CC300,500.0,APPROVED,v2
810,FY2024,5,6210,CC200,1150.0,APPROVED,v2
811,FY2024,5,6210,CC220,1050.0,APPROVED,v2
812,FY2024,5,6220,CC200,2150.0,APPROVED,v2
813,FY2024,5,6300,CC600,5450.0,APPROVED,v2
814,FY2024,5,6310,CC600,13100.0,APPROVED,v2
815,FY2024,5,6320,CC100,750.0,APPROVED,v2
816,FY2024,5,6400,CC220,2750.0,APPROVED,v2
817,FY2024,5,6600,CC100,18150.0,APPROVED,v2
818,FY2024,5,6900,CC220,3400.0,APPROVED,v2
819,FY2024,5,6900,CC300,-850.0,APPROVED,v2
820,FY2024,5,6900,CC400,-850.0,APPROVED,v2
821,FY2024,6,4000,CC200,212350.0,APPROVED,v2
822,FY2024,6,4000,CC210,76350.0,APPROVED,v2
823,FY2024,6,4010,CC220,144350.0,APPROVED,v2
824,FY2024,6,4020,CC210,21250.0,APPROVED,v2
825,FY2024,6,4020,CC220,21450.0,APPROVED,v2
826,FY2024,6,4030,CC200,71750.0,APPROVED,v2
827,FY2024,6,4030,CC210,5750.0,APPROVED,v2
828,FY2024,6,5000,CC300,119950.0,APPROVED,v2
829,FY2024,6,5000,CC400,38800.0,APPROVED,v2
830,FY2024,6,5010,CC300,1100.0,APPROVED,v2
831,FY2024,6,5020,CC400,9100.0,APPROVED,v2
832,FY2024,6,6000,CC100,14000.0,APPROVED,v2
833,FY2024,6,6000,CC200,40850.0,APPROVED,v2
834,FY2024,6,6000,CC210,35750.0,APPROVED,v2
835,FY2024,6,6000,CC220,21300.0,APPROVED,v2
836,FY2024,6,6000,CC300,42900.0,APPROVED,v2
837,FY2024,6,6000,CC400,55150.0,APPROVED,v2
838,FY2024,6,6000,CC500,22000.0,APPROVED,v2
839,FY2024,6,6000,CC600,18900.0,APPROVED,v2
840,FY2024,6,6010,CC100,1950.0,APPROVED,v2
841,FY2024,6,6010,CC200,6150.0,APPROVED,v2
842,FY2024,6,6010,CC210,4850.0,APPROVED,v2
843,FY2024,6,6010,CC220,2650.0,APPROVED,v2
844,FY2024,6,6010,CC300,6100.0,APPROVED,v2
845,FY2024,6,6010,CC400,7250.0,APPROVED,v2
846,FY2024,6,6010,CC500,2750.0,APPROVED,v2
847,FY2024,6,6010,CC600,3300.0,APPROVED,v2
848,FY2024,6,6020,CC100,550.0,APPROVED,v2
849,FY2024,6,6020,CC200,1650.0,APPROVED,v2
850,FY2024,6,6020,CC210,1400.0,APPROVED,v2
851,FY2024,6,6020,CC220,800.0,APPROVED,v2
852,FY2024,6,6020,CC300,1950.0,APPROVED,v2
853,FY2024,6,6020,CC400,1950.0,APPROVED,v2
854,FY2024,6,6020,CC500,900.0,APPROVED,v2
855,FY2024,6,6020,CC600,800.0,APPROVED,v2
856,FY2024,6,6040,CC100,1500.0,APPROVED,v2
857,FY2024,6,6100,CC100,5500.0,APPROVED,v2
858,FY2024,6,6120,CC400,3300.0,APPROVED,v2
859,FY2024,6,6130,CC100,1550.0,APPROVED,v2
860,FY2024,6,6200,CC220,5000.0,APPROVED,v2
861,FY2024,6,6210,CC200,1300.0,APPROVED,v2
862,FY2024,6,6310,CC600,1050.0,APPROVED,v2
863,FY2024,6,6320,CC500,2500.0,APPROVED,v2
864,FY2024,6,6400,CC220,4250.0,APPROVED,v2
865,FY2024,6,6500,CC500,2550.0,APPROVED,v2
866,FY2024,6,6510,CC500,5850.0,APPROVED,v2
867,FY2024,6,6600,CC100,16850.0,APPROVED,v2
868,FY2024,6,6900,CC220,650.0,APPROVED,v2
869,FY2024,6,6900,CC400,1000.0,APPROVED,v2
870,FY2024,7,4000,CC200,252150.0,APPROVED,v2
871,FY2024,7,4000,CC210,103000.0,APPROVED,v2
872,FY2024,7,4010,CC220,124650.0,APPROVED,v2
873,FY2024,7,4020,CC210,28650.0,APPROVED,v2
874,FY2024,7,4020,CC220,10800.0,APPROVED,v2
875,FY2024,7,4030,CC200,34000.0,APPROVED,v2
876,FY2024,7,4030,CC210,13700.0,APPROVED,v2
877,FY2024,7,5000,CC300,30450.0,APPROVED,v2
878,FY2024,7,5000,CC400,26550.0,APPROVED,v2
879,FY2024,7,5010,CC300,5600.0,APPROVED,v2
880,FY2024,7,5020,CC400,6850.0,APPROVED,v2
881,FY2024,7,6000,CC100,15000.0,APPROVED,v2
882,FY2024,7,6000,CC200,41500.0,APPROVED,v2
883,FY2024,7,6000,CC210,34950.0,APPROVED,v2
884,FY2024,7,6000,CC220,20350.0,APPROVED,v2
885,FY2024,7,6000,CC300,49800.0,APPROVED,v2
886,FY2024,7,6000,CC400,53300.0,APPROVED,v2
887,FY2024,7,6000,CC500,17550.0,APPROVED,v2
888,FY2024,7,6000,CC600,19500.0,APPROVED,v2
889,FY2024,7,6010,CC100,2000.0,APPROVED,v2
890,FY2024,7,6010,CC200,5700.0,APPROVED,v2
891,FY2024,7,6010,CC210,4850.0,APPROVED,v2
892,FY2024,7,6010,CC220,2900.0,APPROVED,v2
893,FY2024,7,6010,CC300,7350.0,APPROVED,v2
894,FY2024,7,6010,CC400,6400.0,APPROVED,v2
895,FY2024,7,6010,CC500,2850.0,APPROVED,v2
896,FY2024,7,6010,CC600,2800.0,APPROVED,v2
897,FY2024,7,6020,CC100,600.0,APPROVED,v2
898,FY2024,7,6020,CC200,1550.0,APPROVED,v2
899,FY2024,7,6020,CC210,1300.0,APPROVED,v2
900,FY2024,7,6020,CC220,900.0,APPROVED,v2
901,FY2024,7,6020,CC300,1900.0,APPROVED,v2
902,FY2024,7,6020,CC400,2000.0,APPROVED,v2
903,FY2024,7,6020,CC500,750.0,APPROVED,v2
904,FY2024,7,6020,CC600,750.0,APPROVED,v2
905,FY2024,7,6100,CC100,1350.0,APPROVED,v2
906,FY2024,7,6110,CC100,2600.0,APPROVED,v2
907,FY2024,7,6140,CC400,8750.0,APPROVED,v2
908,FY2024,7,6200,CC220,1150.0,APPROVED,v2
909,FY2024,7,6200,CC300,1650.0,APPROVED,v2
910,FY2024,7,6210,CC100,1300.0,APPROVED,v2
911,FY2024,7,6220,CC200,850.0,APPROVED,v2
912,FY2024,7,6310,CC600,1750.0,APPROVED,v2
913,FY2024,7,6320,CC500,3000.0,APPROVED,v2
914,FY2024,7,6400,CC210,1700.0,APPROVED,v2
915,FY2024,7,6510,CC500,1150.0,APPROVED,v2
916,FY2024,7,6600,CC100,16500.0,APPROVED,v2
917,FY2024,7,6900,CC220,-5250.0,APPROVED,v2
918,FY2024,8,4000,CC200,203500.0,APPROVED,v2
919,FY2024,8,4000,CC210,213200.0,APPROVED,v2
920,FY2024,8,4010,CC220,118350.0,APPROVED,v2
921,FY2024,8,4020,CC200,32250.0,APPROVED,v2
922,FY2024,8,4020,CC210,15950.0,APPROVED,v2
923,FY2024,8,4020,CC220,69850.0,APPROVED,v2
924,FY2024,8,4030,CC200,14650.0,APPROVED,v2
925,FY2024,8,4030,CC210,127100.0,APPROVED,v2
926,FY2024,8,5000,CC300,145500.0,APPROVED,v2
927,FY2024,8,5000,CC400,46550.0,APPROVED,v2
928,FY2024,8,5010,CC300,5050.0,APPROVED,v2
929,FY2024,8,5020,CC400,4300.0,APPROVED,v2
930,FY2024,8,6000,CC100,15800.0,APPROVED,v2
931,FY2024,8,6000,CC200,40550.0,APPROVED,v2
932,FY2024,8,6000,CC210,31800.0,APPROVED,v2
