invoice_id,invoice_type,customer_id,supplier_id,invoice_date,due_date,currency,net_amount,tax_amount,gross_amount,gross_amount_gbp,cost_centre_code,status
SI-2022-00522,SALES,C2008,,18-Nov-2022,2023-01-17,EUR,12308.43,0.0,12308.43,10219.48,CC220,Paid
SI-2022-00523,SALES,C2030,,2022-11-04,2022-12-04,GBP,1300.19,260.04,1560.23,1560.23,CC200,paid
SI-2022-00524,SALES,C2048,,04/11/2022,2022-11-18,GBP,5867.52,1173.5,7041.02,7041.02,CC200,PAID 
SI-2022-00525,SALES,C2059,,03-Nov-2022,2022-12-03,EUR,44671.57,0.0,44671.57,37247.78,CC220,PAID
SI-2022-00526,SALES,C2007,,2022-11-04,2022-12-04,GBP,6854.49,1370.9,8225.39,8225.39,CC200,Paid
SI-2022-00527,SALES,C2036,,29/11/2022,2022-12-29,GBP,5284.19,1056.84,6341.03,6341.03,CC200,paid
SI-2022-00528,SALES,C2013,,18-Nov-2022,2023-01-02,GBP,6722.24,1344.45,8066.69,8066.69,CC200,PAID 
SI-2022-00529,SALES,C2032,,2022-11-28,2022-12-28,GBP,7884.42,1576.88,9461.3,9461.3,CC200,PAID
SI-2022-00530,SALES,C2058,,25/11/2022,2023-02-23,EUR,12367.64,0.0,12367.64,10325.59,CC220,Paid
SI-2022-00531,SALES,C2005,,10-Nov-2022,2022-12-10,EUR,2610.21,0.0,2610.21,2183.88,CC220,paid
SI-2022-00532,SALES,C2009,,2022-11-10,2023-02-08,GBP,5843.68,1168.74,7012.42,7012.42,CC200,PAID 
SI-2022-00533,SALES,C2044,,03/11/2022,2023-01-02,GBP,9643.66,1928.73,11572.39,11572.39,CC200,PAID
SI-2022-00534,SALES,C2012,,30-Nov-2022,2023-01-29,EUR,9326.48,0.0,9326.48,7821.72,CC220,Paid
SI-2022-00535,SALES,C2023,,2022-11-01,2022-12-01,GBP,2484.69,496.94,2981.63,2981.63,CC200,paid
SI-2022-00536,SALES,C2031,,16/11/2022,2023-01-15,GBP,3006.45,601.29,3607.74,3607.74,CC210,PAID 
SI-2022-00537,SALES,C2026,,22-Nov-2022,2022-12-22,GBP,33507.01,6701.4,40208.41,40208.41,CC210,PAID
SI-2022-00538,SALES,C2031,,2022-11-25,2023-01-24,GBP,33726.32,6745.26,40471.58,40471.58,CC210,Paid
SI-2022-00539,SALES,C2021,,11/11/2022,2023-02-09,GBP,21088.76,4217.75,25306.51,25306.51,CC210,paid
SI-2022-00540,SALES,C2043,,17-Nov-2022,2022-12-17,EUR,18369.49,0.0,18369.49,15231.03,CC220,PAID 
PI-2022-00337,PURCHASE,,S3038,2022-11-01,2022-12-01,GBP,277.99,55.6,333.59,333.59,CC100,PAID
PI-2022-00338,PURCHASE,,S3040,09/11/2022,2022-11-23,EUR,1412.18,0.0,1412.18,1182.38,CC400,Paid
PI-2022-00339,PURCHASE,,S3019,25-Nov-2022,2022-12-25,EUR,1216.67,0.0,1216.67,1015.78,CC100,paid
PI-2022-00340,PURCHASE,,S3034,2022-11-24,2022-12-24,GBP,517.56,103.51,621.07,621.07,CC300,PAID 
PI-2022-00341,PURCHASE,,S3001,28/11/2022,2022-12-28,GBP,558.59,111.72,670.31,670.31,CC400,PAID
PI-2022-00342,PURCHASE,,S3041,17-Nov-2022,2022-12-17,GBP,3690.87,738.17,4429.04,4429.04,CC220,Paid
PI-2022-00343,PURCHASE,,S3023,2022-11-03,2022-12-03,USD,4599.07,0.0,4599.07,3586.17,CC300,paid
PI-2022-00344,PURCHASE,,S3000,29/11/2022,2022-12-29,GBP,12087.37,2417.47,14504.84,14504.84,CC300,PAID 
PI-2022-00345,PURCHASE,,S3028,17-Nov-2022,2022-12-17,GBP,1886.85,377.37,2264.22,2264.22,CC400,PAID
PI-2022-00346,PURCHASE,,S3022,2022-11-08,2023-01-07,EUR,11175.52,0.0,11175.52,9355.23,CC400,Paid
PI-2022-00347,PURCHASE,,S3006,04/11/2022,2022-12-04,EUR,11152.59,0.0,11152.59,9364.83,CC400,paid
PI-2022-00348,PURCHASE,,S3029,21-Nov-2022,2022-12-21,EUR,1510.71,0.0,1510.71,1256.02,CC200,PAID 
PI-2022-00349,PURCHASE,,S3013,2022-11-18,2022-12-02,GBP,3660.44,732.09,4392.53,4392.53,CC220,PAID
PI-2022-00350,PURCHASE,,S3020,25/11/2022,2022-12-25,USD,35227.37,0.0,35227.37,28146.18,CC300,Paid
PI-2022-00351,PURCHASE,,S3018,25-Nov-2022,2022-12-25,USD,967.84,0.0,967.84,773.29,CC100,paid
PI-2022-00352,PURCHASE,,S3025,2022-11-08,2022-12-08,EUR,1744.09,0.0,1744.09,1460.01,CC220,PAID 
PI-2022-00353,PURCHASE,,S3002,18/11/2022,2023-01-17,EUR,781.1,0.0,781.1,648.53,CC100,PAID
PI-2022-00354,PURCHASE,,S3013,11-Nov-2022,2022-11-25,GBP,2041.09,408.22,2449.31,2449.31,CC100,Paid
PI-2022-00355,PURCHASE,,S3042,2022-11-04,2022-12-04,GBP,1822.3,364.46,2186.76,2186.76,CC300,paid
PI-2022-00356,PURCHASE,,S3009,18/11/2022,2022-12-18,GBP,763.5,152.7,916.2,916.2,CC400,PAID 
PI-2022-00357,PURCHASE,,S3001,18-Nov-2022,2022-12-18,GBP,1226.37,245.27,1471.64,1471.64,CC300,PAID
PI-2022-00358,PURCHASE,,S3019,2022-11-21,2022-12-21,EUR,380.81,0.0,380.81,316.61,CC200,Paid
PI-2022-00359,PURCHASE,,S3014,11/11/2022,2022-11-25,GBP,41183.0,8236.6,49419.6,49419.6,CC300,paid
PI-2022-00360,PURCHASE,,S3001,29-Nov-2022,2022-12-29,GBP,1352.24,270.45,1622.69,1622.69,CC100,PAID 
PI-2022-00361,PURCHASE,,S3007,2022-11-21,2022-12-21,EUR,739.24,0.0,739.24,614.61,CC400,PAID
PI-2022-00362,PURCHASE,,S3040,25/11/2022,2022-12-09,EUR,307.19,0.0,307.19,256.47,CC100,Paid
PI-2022-00363,PURCHASE,,S3008,25-Nov-2022,2023-01-24,GBP,1473.51,294.7,1768.21,1768.21,CC200,paid
PI-2022-00364,PURCHASE,,S3017,2022-11-11,2022-12-26,GBP,1098.17,219.63,1317.8,1317.8,CC400,PAID 
PI-2022-00365,PURCHASE,,S3038,11/11/2022,2022-12-11,GBP,1183.79,236.76,1420.55,1420.55,CC600,PAID
PI-2022-00366,PURCHASE,,S3008,08-Nov-2022,2023-01-07,GBP,18015.88,3603.18,21619.06,21619.06,CC300,Paid
PI-2022-00367,PURCHASE,,S3002,2022-11-04,2023-01-03,EUR,1061.92,0.0,1061.92,891.69,CC210,paid
PI-2022-00368,PURCHASE,,S3036,04/11/2022,2023-01-03,GBP,1135.85,227.17,1363.02,1363.02,CC600,PAID 
PI-2022-00369,PURCHASE,,S3040,25-Nov-2022,2022-12-09,EUR,5880.53,0.0,5880.53,4909.58,CC400,PAID
PI-2022-00370,PURCHASE,,S3021,2022-11-18,2023-01-02,GBP,5909.72,1181.94,7091.66,7091.66,CC300,Paid
PI-2022-00371,PURCHASE,,S3030,03/11/2022,2022-12-03,GBP,46971.25,9394.25,56365.5,56365.5,CC300,paid
PI-2022-00372,PURCHASE,,S3037,14-Nov-2022,2022-12-14,USD,1389.37,0.0,1389.37,1086.88,CC300,PAID 
PI-2022-00373,PURCHASE,,S3030,2022-11-18,2022-12-18,GBP,21246.68,4249.34,25496.02,25496.02,CC400,PAID
PI-2022-00374,PURCHASE,,S3008,11/11/2022,2023-01-10,GBP,741.67,148.33,890.0,890.0,CC600,Paid
SI-2022-00541,SALES,C2061,,08-Dec-2022,2023-01-07,GBP,42736.99,8547.4,51284.39,51284.39,CC210,paid
SI-2022-00542,SALES,C2051,,2022-12-22,2023-02-05,USD,13698.18,0.0,13698.18,10959.97,CC220,PAID 
SI-2022-00543,SALES,C2022,,23/12/2022,2023-01-22,GBP,3653.37,730.67,4384.04,4384.04,CC210,PAID
SI-2022-00544,SALES,C2051,,28-Dec-2022,2023-02-11,USD,6247.65,0.0,6247.65,4934.45,CC220,Paid
SI-2022-00545,SALES,C2011,,2022-12-14,2022-12-28,GBP,10151.6,2030.32,12181.92,12181.92,CC200,paid
SI-2022-00546,SALES,C2015,,23/12/2022,2023-02-21,GBP,10851.66,2170.33,13021.99,13021.99,CC210,PAID 
SI-2022-00547,SALES,C2012,,01-Dec-2022,2023-01-30,EUR,5297.02,0.0,5297.02,4444.49,CC220,PAID
SI-2022-00548,SALES,C2005,,2022-12-23,2023-01-22,EUR,11952.94,0.0,11952.94,9839.96,CC220,Paid
SI-2022-00549,SALES,C2016,,09/12/2022,2023-01-08,GBP,11489.24,2297.85,13787.09,13787.09,CC200,paid
SI-2022-00550,SALES,C2016,,01-Dec-2022,2022-12-31,GBP,8915.01,1783.0,10698.01,10698.01,CC200,PAID 
SI-2022-00551,SALES,C2006,,2022-12-02,2023-01-01,GBP,37751.2,7550.24,45301.44,45301.44,CC200,PAID
SI-2022-00552,SALES,C2006,,09/12/2022,2023-01-08,GBP,12885.6,2577.12,15462.72,15462.72,CC200,Paid
SI-2022-00553,SALES,C2007,,07-Dec-2022,2023-01-06,GBP,35994.99,7199.0,43193.99,43193.99,CC200,paid
SI-2022-00554,SALES,C2031,,2022-12-01,2023-01-30,GBP,4874.57,974.91,5849.48,5849.48,CC210,PAID 
SI-2022-00555,SALES,C2023,,07/12/2022,2023-01-06,GBP,5759.79,1151.96,6911.75,6911.75,CC200,PAID
SI-2022-00556,SALES,C2014,,26-Dec-2022,2023-02-24,EUR,2609.94,0.0,2609.94,2158.9,CC220,Paid
SI-2022-00557,SALES,C2059,,2022-12-05,2023-01-04,EUR,15992.33,0.0,15992.33,13377.54,CC220,paid
SI-2022-00558,SALES,C2053,,09/12/2022,2023-01-08,GBP,30065.28,6013.06,36078.34,36078.34,CC200,PAID 
SI-2022-00559,SALES,C2039,,02-Dec-2022,2022-12-16,EUR,9161.11,0.0,9161.11,7681.08,CC220,PAID
SI-2022-00560,SALES,C2021,,2022-12-26,2023-03-26,GBP,1285.5,257.1,1542.6,1542.6,CC210,Paid
SI-2022-00561,SALES,C2031,,23/12/2022,2023-02-21,GBP,6933.11,1386.62,8319.73,8319.73,CC210,paid
SI-2022-00562,SALES,C2007,,01-Dec-2022,2022-12-31,GBP,45037.15,9007.43,54044.58,54044.58,CC200,PAID 
SI-2022-00563,SALES,C2015,,2022-12-30,2023-02-28,GBP,3219.37,643.87,3863.24,3863.24,CC210,PAID
SI-2022-00564,SALES,C2025,,09/12/2022,2023-03-09,USD,6639.03,0.0,6639.03,5328.75,CC220,Paid
SI-2022-00565,SALES,C2009,,28-Dec-2022,2023-03-28,GBP,6090.51,1218.1,7308.61,7308.61,CC200,paid
SI-2022-00566,SALES,C2049,,2022-12-01,2022-12-15,GBP,6380.53,1276.11,7656.64,7656.64,CC200,PAID 
SI-2022-00567,SALES,C2061,,13/12/2022,2023-01-12,GBP,9703.66,1940.73,11644.39,11644.39,CC210,PAID
SI-2022-00568,SALES,C2051,,16-Dec-2022,2023-01-30,USD,2322.83,0.0,2322.83,1884.39,CC220,Paid
SI-2022-00569,SALES,C2035,,2022-12-14,2023-01-13,GBP,2154.04,430.81,2584.85,2584.85,CC200,paid
SI-2022-00570,SALES,C2035,,15/12/2022,2023-01-14,GBP,5877.06,1175.41,7052.47,7052.47,CC200,PAID 
SI-2022-00571,SALES,C2011,,16-Dec-2022,2022-12-30,GBP,19535.32,3907.06,23442.38,23442.38,CC200,PAID
SI-2022-00572,SALES,C2025,,2022-12-29,2023-03-29,USD,31407.31,0.0,31407.31,24752.95,CC220,Paid
SI-2022-00573,SALES,C2019,,07/12/2022,2023-03-07,EUR,24446.69,0.0,24446.69,20513.32,CC220,paid
SI-2022-00574,SALES,C2011,,16-Dec-2022,2022-12-30,GBP,4369.16,873.83,5242.99,5242.99,CC200,PAID 
SI-2022-00575,SALES,C2013,,2022-12-23,2023-02-06,GBP,24135.72,4827.14,28962.86,28962.86,CC200,PAID
SI-2022-00576,SALES,C2049,,06/12/2022,2022-12-20,GBP,9427.81,1885.56,11313.37,11313.37,CC200,Paid
SI-2022-00577,SALES,C2011,,09-Dec-2022,2022-12-23,GBP,6755.36,1351.07,8106.43,8106.43,CC200,paid
SI-2022-00578,SALES,C2047,,2022-12-23,2023-01-06,GBP,7871.95,1574.39,9446.34,9446.34,CC200,PAID 
SI-2022-00579,SALES,C2046,,09/12/2022,2023-02-07,GBP,4808.61,961.72,5770.33,5770.33,CC200,PAID
SI-2022-00580,SALES,C2026,,06-Dec-2022,2023-01-05,GBP,17322.78,3464.56,20787.34,20787.34,CC210,Paid
SI-2022-00581,SALES,C2040,,2022-12-09,2023-01-08,GBP,8270.86,1654.17,9925.03,9925.03,CC200,paid
SI-2022-00582,SALES,C2034,,30/12/2022,2023-01-13,EUR,11700.49,0.0,11700.49,9720.14,CC220,PAID 
SI-2022-00583,SALES,C2027,,05-Dec-2022,2022-12-19,EUR,8738.35,0.0,8738.35,7309.6,CC220,PAID
SI-2022-00584,SALES,C2048,,2022-12-12,2022-12-26,GBP,2009.85,401.97,2411.82,2411.82,CC200,Paid
SI-2022-00585,SALES,C2046,,29/12/2022,2023-02-27,GBP,6600.21,1320.04,7920.25,7920.25,CC200,paid
SI-2022-00586,SALES,C2036,,28-Dec-2022,2023-01-27,GBP,10778.32,2155.66,12933.98,12933.98,CC200,PAID 
SI-2022-00587,SALES,C2052,,2022-12-23,2023-01-22,EUR,3342.82,0.0,3342.82,2751.89,CC220,PAID
SI-2022-00588,SALES,C2009,,05/12/2022,2023-03-05,GBP,14818.18,2963.64,17781.82,17781.82,CC200,Paid
SI-2022-00589,SALES,C2026,,20-Dec-2022,2023-01-19,GBP,3663.5,732.7,4396.2,4396.2,CC210,paid
SI-2022-00590,SALES,C2015,,2022-12-15,2023-02-13,GBP,19100.54,3820.11,22920.65,22920.65,CC210,PAID 
SI-2022-00591,SALES,C2004,,28/12/2022,2023-02-11,GBP,10922.23,2184.45,13106.68,13106.68,CC210,PAID
SI-2022-00592,SALES,C2041,,13-Dec-2022,2023-01-12,GBP,3536.19,707.24,4243.43,4243.43,CC210,Paid
PI-2022-00375,PURCHASE,,S3038,2022-12-21,2023-01-20,GBP,3819.83,763.97,4583.8,4583.8,CC220,paid
PI-2022-00376,PURCHASE,,S3002,29/12/2022,2023-02-27,EUR,4145.01,0.0,4145.01,3438.79,CC300,PAID 
PI-2022-00377,PURCHASE,,S3023,09-Dec-2022,2023-01-08,USD,3486.55,0.0,3486.55,2798.44,CC600,PAID
PI-2022-00378,PURCHASE,,S3019,2022-12-30,2023-01-29,EUR,287.77,0.0,287.77,239.06,CC200,Paid
PI-2022-00379,PURCHASE,,S3011,09/12/2022,2023-02-07,EUR,573.34,0.0,573.34,482.05,CC300,paid
PI-2022-00380,PURCHASE,,S3013,02-Dec-2022,2022-12-16,GBP,24652.32,4930.46,29582.78,29582.78,CC400,PAID 
PI-2022-00381,PURCHASE,,S3042,2022-12-30,2023-01-29,GBP,17089.29,3417.86,20507.15,20507.15,CC400,PAID
PI-2022-00382,PURCHASE,,S3021,30/12/2022,2023-02-13,GBP,375.27,75.05,450.32,450.32,CC400,Paid
PI-2022-00383,PURCHASE,,S3018,27-Dec-2022,2023-01-26,USD,23665.55,0.0,23665.55,18742.71,CC300,paid
PI-2022-00384,PURCHASE,,S3020,2022-12-06,2023-01-05,USD,2233.94,0.0,2233.94,1803.62,CC300,PAID 
PI-2022-00385,PURCHASE,,S3005,02/12/2022,2023-01-16,GBP,4253.99,850.8,5104.79,5104.79,CC300,PAID
PI-2022-00386,PURCHASE,,S3041,16-Dec-2022,2023-01-15,GBP,1907.13,381.43,2288.56,2288.56,CC100,Paid
PI-2022-00387,PURCHASE,,S3022,2022-12-12,2023-02-10,EUR,3959.7,0.0,3959.7,3271.6,CC220,paid
PI-2022-00388,PURCHASE,,S3015,02/12/2022,2023-01-01,EUR,9751.19,0.0,9751.19,8175.83,CC400,PAID 
PI-2022-00389,PURCHASE,,S3006,16-Dec-2022,2023-01-15,EUR,1898.82,0.0,1898.82,1571.7,CC100,PAID
PI-2022-00390,PURCHASE,,S3044,2022-12-06,2023-02-04,EUR,1098.59,0.0,1098.59,922.22,CC400,Paid
PI-2022-00391,PURCHASE,,S3045,02/12/2022,2023-01-16,GBP,1152.22,230.44,1382.66,1382.66,CC300,paid
PI-2022-00392,PURCHASE,,S3002,02-Dec-2022,2023-01-31,EUR,1417.54,0.0,1417.54,1188.53,CC500,PAID 
PI-2022-00393,PURCHASE,,S3013,2022-12-07,2022-12-21,GBP,1912.56,382.51,2295.07,2295.07,CC100,PAID
PI-2022-00394,PURCHASE,,S3023,12/12/2022,2023-01-11,USD,4328.98,0.0,4328.98,3487.15,CC300,Paid
PI-2022-00395,PURCHASE,,S3015,02-Dec-2022,2023-01-01,EUR,5747.59,0.0,5747.59,4819.03,CC300,paid
PI-2022-00396,PURCHASE,,S3031,2022-12-29,2023-02-27,GBP,1415.74,283.15,1698.89,1698.89,CC210,PAID 
PI-2022-00397,PURCHASE,,S3000,27/12/2022,2023-01-26,GBP,638.47,127.69,766.16,766.16,CC400,PAID
PI-2022-00398,PURCHASE,,S3008,15-Dec-2022,2023-02-13,GBP,788.47,157.69,946.16,946.16,CC400,Paid
PI-2022-00399,PURCHASE,,S3011,2022-12-29,2023-02-27,EUR,1484.08,0.0,1484.08,1231.23,CC600,paid
PI-2022-00400,PURCHASE,,S3030,28/12/2022,2023-01-27,GBP,986.35,197.27,1183.62,1183.62,CC210,PAID 
PI-2022-00401,PURCHASE,,S3030,13-Dec-2022,2023-01-12,GBP,16086.89,3217.38,19304.27,19304.27,CC300,PAID
PI-2022-00402,PURCHASE,,S3028,2022-12-09,2023-01-08,GBP,497.62,99.52,597.14,597.14,CC210,Paid
PI-2022-00403,PURCHASE,,S3037,21/12/2022,2023-01-20,USD,13425.27,0.0,13425.27,10788.13,CC400,paid
PI-2022-00404,PURCHASE,,S3023,02-Dec-2022,2023-01-01,USD,3524.48,0.0,3524.48,2834.09,CC220,PAID 
PI-2022-00405,PURCHASE,,S3008,2022-12-23,2023-02-21,GBP,17619.22,3523.84,21143.06,21143.06,CC400,PAID
PI-2022-00406,PURCHASE,,S3018,23/12/2022,2023-01-22,USD,1582.96,0.0,1582.96,1266.93,CC400,Paid
PI-2022-00407,PURCHASE,,S3004,16-Dec-2022,2023-01-15,GBP,1565.64,313.13,1878.77,1878.77,CC300,paid
PI-2022-00408,PURCHASE,,S3015,2022-12-13,2023-01-12,EUR,7110.95,0.0,7110.95,5826.85,CC400,PAID 
PI-2022-00409,PURCHASE,,S3024,19/12/2022,2023-02-02,EUR,13841.02,0.0,13841.02,11356.67,CC300,PAID
PI-2022-00410,PURCHASE,,S3026,09-Dec-2022,2023-01-08,GBP,7224.21,1444.84,8669.05,8669.05,CC300,Paid
PI-2022-00411,PURCHASE,,S3031,2022-12-07,2023-02-05,GBP,2154.36,430.87,2585.23,2585.23,CC100,paid
PI-2022-00412,PURCHASE,,S3007,27/12/2022,2023-01-26,EUR,1756.07,0.0,1756.07,1459.31,CC100,PAID 
PI-2022-00413,PURCHASE,,S3017,16-Dec-2022,2023-01-30,GBP,3822.71,764.54,4587.25,4587.25,CC200,PAID
SI-2023-00593,SALES,C2019,,2023-01-06,2023-04-06,EUR,19941.45,0.0,19941.45,16642.99,CC220,Paid
SI-2023-00594,SALES,C2017,,13/01/2023,2023-02-27,EUR,4370.96,0.0,4370.96,3681.69,CC220,paid
SI-2023-00595,SALES,C2059,,19-Jan-2023,2023-02-18,EUR,1645.26,0.0,1645.26,1389.12,CC220,PAID 
SI-2023-00596,SALES,C2036,,2023-01-27,2023-02-26,GBP,20963.5,4192.7,25156.2,25156.2,CC200,PAID
SI-2023-00597,SALES,C2010,,23/01/2023,2023-02-22,GBP,13401.23,2680.25,16081.48,16081.48,CC200,Paid
SI-2023-00598,SALES,C2009,,24-Jan-2023,2023-04-24,GBP,1733.14,346.63,2079.77,2079.77,CC200,paid
SI-2023-00599,SALES,C2060,,2023-01-31,2023-03-02,EUR,8525.29,0.0,8525.29,7269.91,CC220,PAID 
SI-2023-00600,SALES,C2050,,27/01/2023,2023-02-26,USD,27747.04,0.0,27747.04,21393.94,CC220,PAID
SI-2023-00601,SALES,C2043,,02-Jan-2023,2023-02-01,EUR,2993.92,0.0,2993.92,2469.3,CC220,Paid
SI-2023-00602,SALES,C2003,,2023-01-26,2023-03-12,EUR,21649.3,0.0,21649.3,18447.56,CC220,paid
SI-2023-00603,SALES,C2031,,13/01/2023,2023-03-14,GBP,3111.72,622.34,3734.06,3734.06,CC210,PAID 
SI-2023-00604,SALES,C2061,,20-Jan-2023,2023-02-19,GBP,4119.12,823.82,4942.94,4942.94,CC210,PAID
SI-2023-00605,SALES,C2003,,2023-01-24,2023-03-10,EUR,8420.1,0.0,8420.1,7124.49,CC220,Paid
SI-2023-00606,SALES,C2041,,20/01/2023,2023-02-19,GBP,9268.94,1853.79,11122.73,11122.73,CC210,paid
SI-2023-00607,SALES,C2006,,24-Jan-2023,2023-02-23,GBP,5672.34,1134.47,6806.81,6806.81,CC200,PAID 
SI-2023-00608,SALES,C2054,,2023-01-30,2023-03-01,GBP,6220.39,1244.08,7464.47,7464.47,CC210,PAID
SI-2023-00609,SALES,C2047,,30/01/2023,2023-02-13,GBP,9363.75,1872.75,11236.5,11236.5,CC200,Paid
SI-2023-00610,SALES,C2059,,13-Jan-2023,2023-02-12,EUR,12012.17,0.0,12012.17,10117.95,CC220,paid
SI-2023-00611,SALES,C2014,,2023-01-10,2023-03-11,EUR,5280.25,0.0,5280.25,4434.99,CC220,PAID 
SI-2023-00612,SALES,C2014,,23/01/2023,2023-03-24,EUR,1980.93,0.0,1980.93,1668.66,CC220,PAID
SI-2023-00613,SALES,C2004,,09-Jan-2023,2023-02-23,GBP,24306.63,4861.33,29167.96,29167.96,CC210,Paid
SI-2023-00614,SALES,C2002,,2023-01-20,2023-03-21,EUR,7873.75,0.0,7873.75,6649.67,CC220,paid
SI-2023-00615,SALES,C2003,,05/01/2023,2023-02-19,EUR,8216.02,0.0,8216.02,6843.35,CC220,PAID 
SI-2023-00616,SALES,C2017,,24-Jan-2023,2023-03-10,EUR,4528.82,0.0,4528.82,3831.97,CC220,PAID
SI-2023-00617,SALES,C2017,,2023-01-12,2023-02-26,EUR,9255.0,0.0,9255.0,7786.27,CC220,Paid
SI-2023-00618,SALES,C2020,,10/01/2023,2023-02-24,GBP,5450.37,1090.07,6540.44,6540.44,CC210,paid
SI-2023-00619,SALES,C2037,,13-Jan-2023,2023-02-12,USD,1453.88,0.0,1453.88,1119.54,CC220,PAID 
SI-2023-00620,SALES,C2015,,2023-01-27,2023-03-28,GBP,6626.03,1325.21,7951.24,7951.24,CC210,PAID
SI-2023-00621,SALES,C2048,,12/01/2023,2023-01-26,GBP,10379.43,2075.89,12455.32,12455.32,CC200,Paid
SI-2023-00622,SALES,C2059,,04-Jan-2023,2023-02-03,EUR,1324.47,0.0,1324.47,1098.0,CC220,paid
SI-2023-00623,SALES,C2039,,2023-01-26,2023-02-09,EUR,11905.22,0.0,11905.22,10144.55,CC220,PAID 
SI-2023-00624,SALES,C2056,,27/01/2023,2023-04-27,GBP,6529.08,1305.82,7834.9,7834.9,CC210,PAID
SI-2023-00625,SALES,C2036,,23-Jan-2023,2023-02-22,GBP,16339.87,3267.97,19607.84,19607.84,CC200,Paid
SI-2023-00626,SALES,C2013,,2023-01-23,2023-03-09,GBP,10367.88,2073.58,12441.46,12441.46,CC200,paid
SI-2023-00627,SALES,C2037,,06/01/2023,2023-02-05,USD,2858.02,0.0,2858.02,2219.57,CC220,PAID 
SI-2023-00628,SALES,C2005,,13-Jan-2023,2023-02-12,EUR,4019.9,0.0,4019.9,3385.99,CC220,PAID
SI-2023-00629,SALES,C2019,,2023-01-23,2023-04-23,EUR,5312.12,0.0,5312.12,4474.72,CC220,Paid
SI-2023-00630,SALES,C2003,,18/01/2023,2023-03-04,EUR,4481.5,0.0,4481.5,3794.82,CC220,paid
SI-2023-00631,SALES,C2043,,03-Jan-2023,2023-02-02,EUR,12276.25,0.0,12276.25,10132.26,CC220,PAID 
SI-2023-00632,SALES,C2058,,2023-01-13,2023-04-13,EUR,5967.57,0.0,5967.57,5026.53,CC220,PAID
SI-2023-00633,SALES,C2012,,10/01/2023,2023-03-11,EUR,15776.06,0.0,15776.06,13250.63,CC220,Paid
SI-2023-00634,SALES,C2002,,12-Jan-2023,2023-03-13,EUR,14555.74,0.0,14555.74,12245.8,CC220,paid
SI-2023-00635,SALES,C2059,,2023-01-13,2023-02-12,EUR,8525.4,0.0,8525.4,7181.01,CC220,PAID 
SI-2023-00636,SALES,C2016,,27/01/2023,2023-02-26,GBP,10325.69,2065.14,12390.83,12390.83,CC200,PAID
SI-2023-00637,SALES,C2028,,13-Jan-2023,2023-01-27,GBP,3069.45,613.89,3683.34,3683.34,CC200,Paid
SI-2023-00638,SALES,C2010,,2023-01-12,2023-02-11,GBP,24269.5,4853.9,29123.4,29123.4,CC200,paid
SI-2022-00639,SALES,C2045,,30/12/2022,2023-02-13,GBP,19012.51,3802.5,22815.01,22815.01,CC200,PAID 
PI-2023-00414,PURCHASE,,S3041,10-Jan-2023,2023-02-09,GBP,9502.69,1900.54,11403.23,11403.23,CC400,PAID
PI-2023-00415,PURCHASE,,S3001,2023-01-20,2023-02-19,GBP,1541.38,308.28,1849.66,1849.66,CC500,Paid
PI-2023-00416,PURCHASE,,S3012,10/01/2023,2023-02-09,GBP,570.51,114.1,684.61,684.61,CC200,paid
PI-2023-00417,PURCHASE,,S3018,02-Jan-2023,2023-02-01,USD,16175.63,0.0,16175.63,12703.18,CC300,PAID 
PI-2023-00418,PURCHASE,,S3014,2023-01-20,2023-02-03,GBP,1094.88,218.98,1313.86,1313.86,CC100,PAID
PI-2023-00419,PURCHASE,,S3027,05/01/2023,2023-01-19,EUR,4652.68,0.0,4652.68,3875.35,CC300,Paid
PI-2023-00420,PURCHASE,,S3017,04-Jan-2023,2023-02-18,GBP,536.54,107.31,643.85,643.85,CC500,paid
PI-2023-00421,PURCHASE,,S3016,2023-01-13,2023-01-27,EUR,1840.69,0.0,1840.69,1550.43,CC400,PAID 
PI-2023-00422,PURCHASE,,S3045,20/01/2023,2023-03-06,GBP,120000.0,24000.0,144000.0,144000.0,CC300,PAID
PI-2023-00423,PURCHASE,,S3032,13-Jan-2023,2023-01-27,EUR,1598.77,0.0,1598.77,1346.66,CC300,Paid
PI-2023-00424,PURCHASE,,S3042,2023-01-26,2023-02-25,GBP,11492.63,2298.53,13791.16,13791.16,CC400,paid
PI-2023-00425,PURCHASE,,S3010,02/01/2023,2023-02-01,GBP,1284.88,256.98,1541.86,1541.86,CC210,PAID 
PI-2023-00426,PURCHASE,,S3038,05-Jan-2023,2023-02-04,GBP,1605.92,321.18,1927.1,1927.1,CC300,PAID
PI-2023-00427,PURCHASE,,S3040,2023-01-11,2023-01-25,EUR,14009.32,0.0,14009.32,11737.5,CC400,Paid
PI-2023-00428,PURCHASE,,S3009,16/01/2023,2023-02-15,GBP,2475.46,495.09,2970.55,2970.55,CC210,paid
PI-2023-00429,PURCHASE,,S3033,30-Jan-2023,2023-03-31,GBP,813.09,162.62,975.71,975.71,CC100,PAID 
PI-2023-00430,PURCHASE,,S3012,2023-01-25,2023-02-24,GBP,1434.52,286.9,1721.42,1721.42,CC400,PAID
PI-2022-00431,PURCHASE,,S3029,30/12/2022,2023-01-29,EUR,4819.9,0.0,4819.9,4004.11,CC400,Paid
PI-2023-00432,PURCHASE,,S3012,25-Jan-2023,2023-02-24,GBP,602.11,120.42,722.53,722.53,CC400,paid
