gl_id,journal_id,line_number,account_code,cost_centre_code,entry_date,line_description,debit,credit
2271,JE-2022-00858,1,2000,CC400,2022-06-15,Payment PI-2022-00164,598.68,0.0
2272,JE-2022-00858,2,1400,CC400,2022-06-15,Payment PI-2022-00164,0.0,595.5
2273,JE-2022-00858,3,6900,CC400,2022-06-15,FX on settlement,0.0,3.18
2274,JE-2022-00859,1,2000,CC300,2022-06-10,Payment PI-2022-00167,5538.16,0.0
2275,JE-2022-00859,2,1400,CC300,2022-06-10,Payment PI-2022-00167,0.0,5573.49
2276,JE-2022-00859,3,6900,CC300,2022-06-10,FX on settlement,35.33,0.0
2277,JE-2022-00860,1,2000,CC400,2022-06-16,Payment PI-2022-00180,366.47,0.0
2278,JE-2022-00860,2,1400,CC400,2022-06-16,Payment PI-2022-00180,0.0,364.72
2279,JE-2022-00860,3,6900,CC400,2022-06-16,FX on settlement,0.0,1.75
2280,JE-2022-00861,1,6000,CC100,2022-06-28,Payroll - gross pay,13703.08,0.0
2281,JE-2022-00861,2,6010,CC100,2022-06-28,Payroll - employer NI,1891.03,0.0
2282,JE-2022-00861,3,6020,CC100,2022-06-28,Payroll - pension,548.12,0.0
2283,JE-2022-00861,4,6000,CC200,2022-06-28,Payroll - gross pay,39149.08,0.0
2284,JE-2022-00861,5,6010,CC200,2022-06-28,Payroll - employer NI,5402.57,0.0
2285,JE-2022-00861,6,6020,CC200,2022-06-28,Payroll - pension,1565.96,0.0
2286,JE-2022-00861,7,6000,CC210,2022-06-28,Payroll - gross pay,31175.83,0.0
2287,JE-2022-00861,8,6010,CC210,2022-06-28,Payroll - employer NI,4302.26,0.0
2288,JE-2022-00861,9,6020,CC210,2022-06-28,Payroll - pension,1247.03,0.0
2289,JE-2022-00861,10,6000,CC220,2022-06-28,Payroll - gross pay,12739.5,0.0
2290,JE-2022-00861,11,6010,CC220,2022-06-28,Payroll - employer NI,1758.05,0.0
2291,JE-2022-00861,12,6020,CC220,2022-06-28,Payroll - pension,509.58,0.0
2292,JE-2022-00861,13,6000,CC300,2022-06-28,Payroll - gross pay,45686.0,0.0
2293,JE-2022-00861,14,6010,CC300,2022-06-28,Payroll - employer NI,6304.67,0.0
2294,JE-2022-00861,15,6020,CC300,2022-06-28,Payroll - pension,1827.44,0.0
2295,JE-2022-00861,16,6000,CC400,2022-06-28,Payroll - gross pay,47275.58,0.0
2296,JE-2022-00861,17,6010,CC400,2022-06-28,Payroll - employer NI,6524.03,0.0
2297,JE-2022-00861,18,6020,CC400,2022-06-28,Payroll - pension,1891.02,0.0
2298,JE-2022-00861,19,6000,CC500,2022-06-28,Payroll - gross pay,19387.0,0.0
2299,JE-2022-00861,20,6010,CC500,2022-06-28,Payroll - employer NI,2675.41,0.0
2300,JE-2022-00861,21,6020,CC500,2022-06-28,Payroll - pension,775.48,0.0
2301,JE-2022-00861,22,6000,CC600,2022-06-28,Payroll - gross pay,20073.42,0.0
2302,JE-2022-00861,23,6010,CC600,2022-06-28,Payroll - employer NI,2770.13,0.0
2303,JE-2022-00861,24,6020,CC600,2022-06-28,Payroll - pension,802.94,0.0
2304,JE-2022-00861,25,2110,,2022-06-28,PAYE and NI due,0.0,86633.63
2305,JE-2022-00861,26,2120,,2022-06-28,Pension due,0.0,9167.57
2306,JE-2022-00861,27,1400,,2022-06-28,Net pay,0.0,174184.01
2307,JE-2022-00862,1,6600,CC100,2022-06-30,Monthly depreciation charge,15820.0,0.0
2308,JE-2022-00862,2,1090,CC100,2022-06-30,Monthly depreciation charge,0.0,15820.0
2309,JE-2022-00863,1,6520,CC500,2022-06-30,Bank charges,418.71,0.0
2310,JE-2022-00863,2,7000,CC500,2022-06-30,Loan interest,99.0,0.0
2311,JE-2022-00863,3,1400,CC500,2022-06-30,Bank,0.0,517.71
2312,JE-2022-00864,1,1200,CC220,2022-07-06,Sales invoice SI-2022-00293,18752.04,0.0
2313,JE-2022-00864,2,4010,CC220,2022-07-06,Sales invoice SI-2022-00293,0.0,18752.04
2314,JE-2022-00865,1,1200,CC210,2022-07-06,Sales invoice SI-2022-00294,15084.31,0.0
2315,JE-2022-00865,2,4000,CC210,2022-07-06,Sales invoice SI-2022-00294,0.0,12570.26
2316,JE-2022-00865,3,2100,CC210,2022-07-06,Output VAT SI-2022-00294,0.0,2514.05
2317,JE-2022-00866,1,1200,CC220,2022-07-11,Sales invoice SI-2022-00295,7641.22,0.0
2318,JE-2022-00866,2,4010,CC220,2022-07-11,Sales invoice SI-2022-00295,0.0,7641.22
2319,JE-2022-00867,1,1200,CC200,2022-07-14,Sales invoice SI-2022-00296,8001.24,0.0
2320,JE-2022-00867,2,4030,CC200,2022-07-14,Sales invoice SI-2022-00296,0.0,6667.7
2321,JE-2022-00867,3,2100,CC200,2022-07-14,Output VAT SI-2022-00296,0.0,1333.54
2322,JE-2022-00868,1,1200,CC220,2022-07-04,Sales invoice SI-2022-00297,15101.81,0.0
2323,JE-2022-00868,2,4010,CC220,2022-07-04,Sales invoice SI-2022-00297,0.0,15101.81
2324,JE-2022-00869,1,1200,CC220,2022-07-22,Sales invoice SI-2022-00298,12714.88,0.0
2325,JE-2022-00869,2,4020,CC220,2022-07-22,Sales invoice SI-2022-00298,0.0,12714.88
2326,JE-2022-00870,1,1200,CC200,2022-07-15,Sales invoice SI-2022-00299,7779.32,0.0
2327,JE-2022-00870,2,4030,CC200,2022-07-15,Sales invoice SI-2022-00299,0.0,6482.77
2328,JE-2022-00870,3,2100,CC200,2022-07-15,Output VAT SI-2022-00299,0.0,1296.55
2329,JE-2022-00871,1,1200,CC200,2022-07-01,Sales invoice SI-2022-00300,18411.85,0.0
2330,JE-2022-00871,2,4030,CC200,2022-07-01,Sales invoice SI-2022-00300,0.0,15343.21
2331,JE-2022-00871,3,2100,CC200,2022-07-01,Output VAT SI-2022-00300,0.0,3068.64
2332,JE-2022-00872,1,1200,CC200,2022-07-06,Sales invoice SI-2022-00301,3753.34,0.0
2333,JE-2022-00872,2,4020,CC200,2022-07-06,Sales invoice SI-2022-00301,0.0,3127.78
2334,JE-2022-00872,3,2100,CC200,2022-07-06,Output VAT SI-2022-00301,0.0,625.56
2335,JE-2022-00873,1,1200,CC220,2022-07-21,Sales invoice SI-2022-00302,6777.66,0.0
2336,JE-2022-00873,2,4010,CC220,2022-07-21,Sales invoice SI-2022-00302,0.0,6777.66
2337,JE-2022-00874,1,1200,CC220,2022-07-05,Sales invoice SI-2022-00303,10345.33,0.0
2338,JE-2022-00874,2,4010,CC220,2022-07-05,Sales invoice SI-2022-00303,0.0,10345.33
2339,JE-2022-00875,1,1200,CC220,2022-07-04,SALES INVOICE SI-2022-00304  ,2329.71,0.0
2340,JE-2022-00875,2,4010,CC220,2022-07-04,Sales invoice SI-2022-00304,0.0,2329.71
2341,JE-2022-00876,1,1200,CC200,2022-07-08,Sales invoice SI-2022-00305,1074.07,0.0
2342,JE-2022-00876,2,4030,CC200,2022-07-08,Sales invoice SI-2022-00305,0.0,895.06
2343,JE-2022-00876,3,2100,CC200,2022-07-08,Output VAT SI-2022-00305,0.0,179.01
2344,JE-2022-00877,1,1200,CC220,2022-07-04,Sales invoice SI-2022-00306,11817.29,0.0
2345,JE-2022-00877,2,4010,CC220,2022-07-04,Sales invoice SI-2022-00306,0.0,11817.29
2346,JE-2022-00878,1,1200,CC220,2022-07-21,Sales invoice SI-2022-00307,3475.58,0.0
2347,JE-2022-00878,2,4020,CC220,2022-07-21,Sales invoice SI-2022-00307,0.0,3475.58
2348,JE-2022-00879,1,1200,CC200,2022-07-29,Sales invoice SI-2022-00308,9125.35,0.0
2349,JE-2022-00879,2,4000,CC200,2022-07-29,Sales invoice SI-2022-00308,0.0,7604.46
2350,JE-2022-00879,3,2100,CC200,2022-07-29,Output VAT SI-2022-00308,0.0,1520.89
2351,JE-2022-00880,1,1200,CC200,2022-07-21,Sales invoice SI-2022-00309,9887.87,0.0
2352,JE-2022-00880,2,4000,CC200,2022-07-21,Sales invoice SI-2022-00309,0.0,8239.89
2353,JE-2022-00880,3,2100,CC200,2022-07-21,Output VAT SI-2022-00309,0.0,1647.98
2354,JE-2022-00881,1,1200,CC200,2022-07-11,Sales invoice SI-2022-00310,15408.62,0.0
2355,JE-2022-00881,2,4000,CC200,2022-07-11,Sales invoice SI-2022-00310,0.0,12840.52
2356,JE-2022-00881,3,2100,CC200,2022-07-11,Output VAT SI-2022-00310,0.0,2568.1
2357,JE-2022-00882,1,1200,CC200,2022-07-01,Sales invoice SI-2022-00311,5580.91,0.0
2358,JE-2022-00882,2,4020,CC200,2022-07-01,Sales invoice SI-2022-00311,0.0,4650.76
2359,JE-2022-00882,3,2100,CC200,2022-07-01,Output VAT SI-2022-00311,0.0,930.15
2360,JE-2022-00883,1,1200,CC210,2022-07-25,Sales invoice SI-2022-00312,26330.44,0.0
2361,JE-2022-00883,2,4000,CC210,2022-07-25,Sales invoice SI-2022-00312,0.0,21942.03
2362,JE-2022-00883,3,2100,CC210,2022-07-25,Output VAT SI-2022-00312,0.0,4388.41
2363,JE-2022-00884,1,1200,CC200,2022-07-19,Sales invoice SI-2022-00313,5443.24,0.0
2364,JE-2022-00884,2,4000,CC200,2022-07-19,Sales invoice SI-2022-00313,0.0,4536.03
2365,JE-2022-00884,3,2100,CC200,2022-07-19,Output VAT SI-2022-00313,0.0,907.21
2366,JE-2022-00885,1,1200,CC220,2022-07-15,Sales invoice SI-2022-00314,18916.05,0.0
2367,JE-2022-00885,2,4020,CC220,2022-07-15,Sales invoice SI-2022-00314,0.0,18916.05
2368,JE-2022-00886,1,1200,CC200,2022-07-29,Sales invoice SI-2022-00315,22898.36,0.0
2369,JE-2022-00886,2,4000,CC200,2022-07-29,Sales invoice SI-2022-00315,0.0,19081.97
2370,JE-2022-00886,3,2100,CC200,2022-07-29,Output VAT SI-2022-00315,0.0,3816.39
2371,JE-2022-00887,1,1200,,2022-07-21,Sales invoice SI-2022-00316,24707.84,0.0
2372,JE-2022-00887,2,4000,CC200,2022-07-21,Sales invoice SI-2022-00316,0.0,20589.87
2373,JE-2022-00887,3,2100,CC200,2022-07-21,Output VAT SI-2022-00316,0.0,4117.97
2374,JE-2022-00888,1,1200,CC220,2022-07-18,Sales invoice SI-2022-00317,11626.07,0.0
2375,JE-2022-00888,2,4010,CC220,2022-07-18,Sales invoice SI-2022-00317,0.0,11626.07
2376,JE-2022-00889,1,1200,CC220,2022-07-22,Sales invoice SI-2022-00318,7606.45,0.0
2377,JE-2022-00889,2,4010,CC220,2022-07-22,Sales invoice SI-2022-00318,0.0,7606.45
2378,JE-2022-00890,1,1200,CC210,2022-07-01,Sales invoice SI-2022-00319,42218.12,0.0
2379,JE-2022-00890,2,4000,CC210,2022-07-01,Sales invoice SI-2022-00319,0.0,35181.77
2380,JE-2022-00890,3,2100,CC210,2022-07-01,Output VAT SI-2022-00319,0.0,7036.35
2381,JE-2022-00891,1,1200,CC210,2022-07-15,Sales invoice SI-2022-00320,26739.71,0.0
2382,JE-2022-00891,2,4000,CC210,2022-07-15,Sales invoice SI-2022-00320,0.0,22283.09
2383,JE-2022-00891,3,2100,CC210,2022-07-15,Output VAT SI-2022-00320,0.0,4456.62
2384,JE-2022-00892,1,1200,CC210,2022-07-13,Sales invoice SI-2022-00321,3405.52,0.0
2385,JE-2022-00892,2,4030,CC210,2022-07-13,Sales invoice SI-2022-00321,0.0,2837.93
2386,JE-2022-00892,3,2100,CC210,2022-07-13,Output VAT SI-2022-00321,0.0,567.59
2387,JE-2022-00893,1,1200,CC210,2022-07-25,Sales invoice SI-2022-00322,10037.2,0.0
2388,JE-2022-00893,2,4000,CC210,2022-07-25,Sales invoice SI-2022-00322,0.0,8364.33
2389,JE-2022-00893,3,2100,CC210,2022-07-25,Output VAT SI-2022-00322,0.0,1672.87
2390,JE-2022-00894,1,1200,CC220,2022-07-11,Sales invoice SI-2022-00323,32898.72,0.0
2391,JE-2022-00894,2,4010,CC220,2022-07-11,Sales invoice SI-2022-00323,0.0,32898.72
2392,JE-2022-00895,1,1200,CC200,2022-07-01,Sales invoice SI-2022-00324,47851.09,0.0
2393,JE-2022-00895,2,4030,CC200,2022-07-01,Sales invoice SI-2022-00324,0.0,39875.91
2394,JE-2022-00895,3,2100,CC200,2022-07-01,Output VAT SI-2022-00324,0.0,7975.18
2395,JE-2022-00896,1,1200,CC220,2022-07-01,Sales invoice SI-2022-00325,3465.48,0.0
2396,JE-2022-00896,2,4020,CC220,2022-07-01,Sales invoice SI-2022-00325,0.0,3465.48
2397,JE-2022-00897,1,1200,CC220,2022-07-21,Sales invoice SI-2022-00326,8766.89,0.0
2398,JE-2022-00897,2,4010,CC220,2022-07-21,Sales invoice SI-2022-00326,0.0,8766.89
2399,JE-2022-00898,1,1200,CC220,2022-07-01,Sales invoice SI-2022-00327,6101.24,0.0
2400,JE-2022-00898,2,4020,CC220,2022-07-01,Sales invoice SI-2022-00327,0.0,6101.24
2401,JE-2022-00899,1,1200,CC200,2022-07-22,Sales invoice SI-2022-00328,8353.82,0.0
2402,JE-2022-00899,2,4000,CC200,2022-07-22,Sales invoice SI-2022-00328,0.0,6961.52
2403,JE-2022-00899,3,2100,CC200,2022-07-22,Output VAT SI-2022-00328,0.0,1392.3
2404,JE-2022-00900,1,1200,CC210,2022-07-12,Sales invoice SI-2022-00329,6843.78,0.0
2405,JE-2022-00900,2,4000,CC210,2022-07-12,Sales invoice SI-2022-00329,0.0,6336.83
2406,JE-2022-00900,3,2100,CC210,2022-07-12,Output VAT SI-2022-00329,0.0,1267.37
2407,JE-2022-00901,1,1200,CC200,2022-07-15,Sales invoice SI-2022-00330,12067.52,0.0
2408,JE-2022-00901,2,4000,CC200,2022-07-15,Sales invoice SI-2022-00330,0.0,10056.27
2409,JE-2022-00901,3,2100,CC200,2022-07-15,Output VAT SI-2022-00330,0.0,2011.25
2410,JE-2022-00902,1,1200,CC200,2022-07-19,Sales invoice SI-2022-00331,6307.16,0.0
2411,JE-2022-00902,2,4000,CC200,2022-07-19,Sales invoice SI-2022-00331,0.0,5255.97
2412,JE-2022-00902,3,2100,CC200,2022-07-19,Output VAT SI-2022-00331,0.0,1051.19
2413,JE-2022-00903,1,1200,CC200,2022-07-20,Sales invoice SI-2022-00332,10649.22,0.0
2414,JE-2022-00903,2,4000,CC200,2022-07-20,Sales invoice SI-2022-00332,0.0,8874.35
2415,JE-2022-00903,3,2100,CC200,2022-07-20,Output VAT SI-2022-00332,0.0,1774.87
2416,JE-2022-00904,1,1200,CC200,2022-07-19,Sales invoice SI-2022-00333,5939.6,0.0
2417,JE-2022-00904,2,4020,CC200,2022-07-19,Sales invoice SI-2022-00333,0.0,4949.67
2418,JE-2022-00904,3,2100,CC200,2022-07-19,Output VAT SI-2022-00333,0.0,989.93
2419,JE-2022-00905,1,1200,CC220,2022-07-29,Sales invoice SI-2022-00334,7149.14,0.0
2420,JE-2022-00905,2,4010,CC220,2022-07-29,Sales invoice SI-2022-00334,0.0,7149.14
2421,JE-2022-00906,1,1200,CC200,2022-07-29,Sales invoice SI-2022-00335,11876.39,0.0
2422,JE-2022-00906,2,4000,CC200,2022-07-29,Sales invoice SI-2022-00335,0.0,9896.99
2423,JE-2022-00906,3,2100,CC200,2022-07-29,Output VAT SI-2022-00335,0.0,1979.4
2424,JE-2022-00907,1,6500,CC500,2022-07-19,Purchase invoice PI-2022-00201,3518.05,0.0
2425,JE-2022-00907,2,2100,CC500,2022-07-19,Input VAT PI-2022-00201,703.61,0.0
2426,JE-2022-00907,3,2000,CC500,2022-07-19,Purchase invoice PI-2022-00201,0.0,4221.66
2427,JE-2022-00908,1,6210,CC100,2022-07-15,Purchase invoice PI-2022-00202,654.01,0.0
2428,JE-2022-00908,2,2100,CC100,2022-07-15,Input VAT PI-2022-00202,130.8,0.0
2429,JE-2022-00908,3,2000,CC100,2022-07-15,Purchase invoice PI-2022-00202,0.0,784.81
2430,JE-2022-00909,1,6400,CC220,2022-07-22,Purchase invoice PI-2022-00203,7212.78,0.0
2431,JE-2022-00909,2,2100,CC220,2022-07-22,Input VAT PI-2022-00203,1442.56,0.0
2432,JE-2022-00909,3,2000,CC220,2022-07-22,Purchase invoice PI-2022-00203,0.0,8655.34
2433,JE-2022-00910,1,6130,CC100,2022-07-25,Purchase invoice PI-2022-00204,844.91,0.0
2434,JE-2022-00910,2,2000,CC100,2022-07-25,Purchase invoice PI-2022-00204,0.0,844.91
2435,JE-2022-00911,1,6320,CC100,2022-07-22,Purchase invoice PI-2022-00205,239.38,0.0
2436,JE-2022-00911,2,2000,CC100,2022-07-22,Purchase invoice PI-2022-00205,0.0,239.38
2437,JE-2022-00912,1,6130,CC100,2022-07-29,Purchase invoice PI-2022-00206,395.21,0.0
2438,JE-2022-00912,2,2100,CC100,2022-07-29,Input VAT PI-2022-00206,79.04,0.0
2439,JE-2022-00912,3,2000,CC100,2022-07-29,Purchase invoice PI-2022-00206,0.0,474.25
2440,JE-2022-00913,1,6300,CC600,2022-07-08,Purchase invoice PI-2022-00207,963.7,0.0
2441,JE-2022-00913,2,2000,CC600,2022-07-08,Purchase invoice PI-2022-00207,0.0,963.7
2442,JE-2022-00914,1,5020,CC400,2022-07-25,Purchase invoice PI-2022-00208,2422.52,0.0
2443,JE-2022-00914,2,2000,CC400,2022-07-25,Purchase invoice PI-2022-00208,0.0,2422.52
2444,JE-2022-00915,1,5000,CC300,2022-07-08,Purchase invoice PI-2022-00209,11452.3,0.0
2445,JE-2022-00915,2,2100,CC300,2022-07-08,Input VAT PI-2022-00209,2290.46,0.0
2446,JE-2022-00915,3,2000,CC300,2022-07-08,Purchase invoice PI-2022-00209,0.0,13742.76
2447,JE-2022-00916,1,5000,CC400,2022-07-04,Purchase invoice PI-2022-00210,2178.66,0.0
2448,JE-2022-00916,2,2100,CC400,2022-07-04,Input VAT PI-2022-00210,435.73,0.0
2449,JE-2022-00916,3,2000,CC400,2022-07-04,Purchase invoice PI-2022-00210,0.0,2614.39
2450,JE-2022-00917,1,5000,CC300,2022-07-22,Purchase invoice PI-2022-00211,23174.33,0.0
2451,JE-2022-00917,2,2000,CC300,2022-07-22,Purchase invoice PI-2022-00211,0.0,23174.33
2452,JE-2022-00918,1,6140,CC400,2022-07-25,Purchase invoice PI-2022-00212,852.68,0.0
2453,JE-2022-00918,2,2000,CC400,2022-07-25,Purchase invoice PI-2022-00212,0.0,852.68
2454,JE-2022-00919,1,6120,CC400,2022-07-01,Purchase invoice PI-2022-00213,1784.8,0.0
2455,JE-2022-00919,2,2000,CC400,2022-07-01,Purchase invoice PI-2022-00213,0.0,1784.8
2456,JE-2022-00920,1,6040,CC100,2022-07-29,Purchase invoice PI-2022-00214,575.0,0.0
2457,JE-2022-00920,2,2000,CC100,2022-07-29,Purchase invoice PI-2022-00214,0.0,575.0
2458,JE-2022-00921,1,5000,CC400,2022-07-12,Purchase invoice PI-2022-00215,3339.56,0.0
2459,JE-2022-00921,2,2000,CC400,2022-07-12,Purchase invoice PI-2022-00215,0.0,3339.56
2460,JE-2022-00922,1,5000,CC400,2022-07-25,Purchase invoice PI-2022-00216,5475.98,0.0
2461,JE-2022-00922,2,2000,CC400,2022-07-25,Purchase invoice PI-2022-00216,0.0,5475.98
2462,JE-2022-00923,1,5000,CC400,2022-07-08,Purchase invoice PI-2022-00217,12948.33,0.0
2463,JE-2022-00923,2,2000,CC400,2022-07-08,Purchase invoice PI-2022-00217,0.0,12948.33
2464,JE-2022-00924,1,6040,CC100,2022-07-28,Purchase invoice PI-2022-00218,666.95,0.0
2465,JE-2022-00924,2,2000,CC100,2022-07-28,Purchase invoice PI-2022-00218,0.0,666.95
2466,JE-2022-00925,1,5000,CC400,2022-07-06,Purchase invoice PI-2022-00219,42722.8,0.0
2467,JE-2022-00925,2,2100,CC400,2022-07-06,Input VAT PI-2022-00219,8544.56,0.0
2468,JE-2022-00925,3,2000,CC400,2022-07-06,Purchase invoice PI-2022-00219,0.0,51267.36
2469,JE-2022-00926,1,5020,CC400,2022-07-25,Purchase invoice PI-2022-00220,2536.13,0.0
2470,JE-2022-00926,2,2100,CC400,2022-07-25,Input VAT PI-2022-00220,507.23,0.0
2471,JE-2022-00926,3,2000,CC400,2022-07-25,Purchase invoice PI-2022-00220,0.0,3043.36
2472,JE-2022-00927,1,5000,CC300,2022-07-15,Purchase invoice PI-2022-00221,15786.5,0.0
2473,JE-2022-00927,2,2100,CC300,2022-07-15,Input VAT PI-2022-00221,3157.3,0.0
2474,JE-2022-00927,3,2000,CC300,2022-07-15,Purchase invoice PI-2022-00221,0.0,18943.8
2475,JE-2022-00928,1,6040,CC100,2022-07-22,Purchase invoice PI-2022-00222,655.89,0.0
2476,JE-2022-00928,2,2000,CC100,2022-07-22,Purchase invoice PI-2022-00222,0.0,655.89
2477,JE-2022-00929,1,5000,CC400,2022-07-01,Purchase invoice PI-2022-00223,5322.38,0.0
2478,JE-2022-00929,2,2100,CC400,2022-07-01,Input VAT PI-2022-00223,1064.48,0.0
2479,JE-2022-00929,3,2000,CC400,2022-07-01,Purchase invoice PI-2022-00223,0.0,6386.86
2480,JE-2022-00930,1,5000,CC300,2022-07-29,Purchase invoice PI-2022-00224,6325.97,0.0
2481,JE-2022-00930,2,2100,CC300,2022-07-29,Input VAT PI-2022-00224,1265.19,0.0
2482,JE-2022-00930,3,2000,CC300,2022-07-29,Purchase invoice PI-2022-00224,0.0,7591.16
2483,JE-2022-00931,1,5000,CC300,2022-07-20,Purchase invoice PI-2022-00225,10874.16,0.0
2484,JE-2022-00931,2,2000,CC300,2022-07-20,Purchase invoice PI-2022-00225,0.0,10874.16
2485,JE-2022-00932,1,5000,CC400,2022-07-15,Purchase invoice PI-2022-00226,14713.0,0.0
2486,JE-2022-00932,2,2100,CC400,2022-07-15,Input VAT PI-2022-00226,2942.6,0.0
2487,JE-2022-00932,3,2000,CC400,2022-07-15,Purchase invoice PI-2022-00226,0.0,17655.6
2488,JE-2022-00933,1,5000,CC300,2022-07-20,Purchase invoice PI-2022-00227,2612.98,0.0
2489,JE-2022-00933,2,2000,CC300,2022-07-20,Purchase invoice PI-2022-00227,0.0,2612.98
2490,JE-2022-00934,1,5010,CC300,2022-07-06,Purchase invoice PI-2022-00228,2358.25,0.0
2491,JE-2022-00934,2,2100,CC300,2022-07-06,Input VAT PI-2022-00228,471.65,0.0
2492,JE-2022-00934,3,2000,CC300,2022-07-06,Purchase invoice PI-2022-00228,0.0,2829.9
2493,JE-2022-00935,1,5000,CC300,2022-07-29,Purchase invoice PI-2022-00229,9695.17,0.0
2494,JE-2022-00935,2,2000,CC300,2022-07-29,Purchase invoice PI-2022-00229,0.0,9695.17
2495,JE-2022-00936,1,5000,CC400,2022-07-29,Purchase invoice PI-2022-00230,8740.62,0.0
2496,JE-2022-00936,2,2000,CC400,2022-07-29,Purchase invoice PI-2022-00230,0.0,8740.62
2497,JE-2022-00937,1,5000,CC300,2022-07-01,Purchase invoice PI-2022-00231,15528.44,0.0
2498,JE-2022-00937,2,2100,CC300,2022-07-01,Input VAT PI-2022-00231,3105.69,0.0
2499,JE-2022-00937,3,2000,CC300,2022-07-01,Purchase invoice PI-2022-00231,0.0,18634.13
2500,JE-2022-00938,1,5010,CC300,2022-07-05,Purchase invoice PI-2022-00232,2153.28,0.0
2501,JE-2022-00938,2,2000,CC300,2022-07-05,Purchase invoice PI-2022-00232,0.0,2153.28
2502,JE-2022-00939,1,6040,CC100,2022-07-01,Purchase invoice PI-2022-00233,1340.05,0.0
2503,JE-2022-00939,2,2100,CC100,2022-07-01,Input VAT PI-2022-00233,268.01,0.0
2504,JE-2022-00939,3,2000,CC100,2022-07-01,Purchase invoice PI-2022-00233,0.0,1608.06
2505,JE-2022-00940,1,5000,CC400,2022-07-04,Purchase invoice PI-2022-00234,18687.84,0.0
2506,JE-2022-00940,2,2000,CC400,2022-07-04,Purchase invoice PI-2022-00234,0.0,18687.84
2507,JE-2022-00941,1,5000,CC400,2022-07-11,Purchase invoice PI-2022-00235,14546.77,0.0
2508,JE-2022-00941,2,2000,,2022-07-11,Purchase invoice PI-2022-00235,0.0,14546.77
2509,JE-2022-00942,1,1400,CC220,2022-05-26,Receipt SI-2022-00072,6097.77,0.0
2510,JE-2022-00942,2,1200,CC220,2022-05-26,Receipt SI-2022-00072,0.0,6208.98
2511,JE-2022-00942,3,6900,CC220,2022-05-26,FX on settlement,111.21,0.0
2512,JE-2022-00943,1,1400,CC220,2022-07-29,Receipt SI-2022-00106,5947.41,0.0
2513,JE-2022-00943,2,1200,CC220,2022-07-29,Receipt SI-2022-00106,0.0,6068.55
2514,JE-2022-00943,3,6900,CC220,2022-07-29,FX on settlement,121.14,0.0
2515,JE-2022-00944,1,1400,CC200,2022-06-30,Receipt SI-2022-00115,13420.56,0.0
2516,JE-2022-00944,2,1200,CC200,2022-06-30,Receipt SI-2022-00115,0.0,13420.56
2517,JE-2022-00945,1,1400,CC210,2022-06-24,Receipt SI-2022-00132,16720.38,0.0
2518,JE-2022-00945,2,1200,CC210,2022-06-24,Receipt SI-2022-00132,0.0,16720.38
2519,JE-2022-00946,1,1400,CC220,2022-07-01,Receipt SI-2022-00136,12933.69,0.0
2520,JE-2022-00946,2,1200,CC220,2022-07-01,Receipt SI-2022-00136,0.0,13457.15
2521,JE-2022-00946,3,6900,CC220,2022-07-01,FX on settlement,523.46,0.0
2522,JE-2022-00947,1,1400,CC220,2022-07-05,Receipt SI-2022-00157,16131.38,0.0
2523,JE-2022-00947,2,1200,CC220,2022-07-05,Receipt SI-2022-00157,0.0,16811.37
2524,JE-2022-00947,3,6900,CC220,2022-07-05,FX on settlement,679.99,0.0
2525,JE-2022-00948,1,1400,CC200,2022-07-13,Receipt SI-2022-00160,17908.94,0.0
2526,JE-2022-00948,2,1200,CC200,2022-07-13,Receipt SI-2022-00160,0.0,17908.94
2527,JE-2022-00949,1,1400,CC200,2022-07-29,Receipt SI-2022-00161,6799.52,0.0
2528,JE-2022-00949,2,1200,CC200,2022-07-29,Receipt SI-2022-00161,0.0,6799.52
2529,JE-2022-00950,1,1400,CC200,2022-05-12,Receipt SI-2022-00166,25278.6,0.0
2530,JE-2022-00950,2,1200,CC200,2022-05-12,Receipt SI-2022-00166,0.0,25278.6
2531,JE-2022-00951,1,1400,CC220,2022-07-29,Receipt SI-2022-00175,12616.73,0.0
2532,JE-2022-00951,2,1200,CC220,2022-07-29,Receipt SI-2022-00175,0.0,12932.04
2533,JE-2022-00951,3,6900,CC220,2022-07-29,FX on settlement,315.31,0.0
2534,JE-2022-00952,1,1400,CC220,2022-07-14,Receipt SI-2022-00176,21471.22,0.0
2535,JE-2022-00952,2,1200,CC220,2022-07-14,Receipt SI-2022-00176,0.0,22195.53
2536,JE-2022-00952,3,6900,CC220,2022-07-14,FX on settlement,724.31,0.0
2537,JE-2022-00953,1,1400,CC210,2022-06-17,Receipt SI-2022-00196,27303.65,0.0
2538,JE-2022-00953,2,1200,CC210,2022-06-17,Receipt SI-2022-00196,0.0,27303.65
2539,JE-2022-00954,1,1400,CC220,2022-06-16,Receipt SI-2022-00198,9029.96,0.0
2540,JE-2022-00954,2,1200,CC220,2022-06-16,Receipt SI-2022-00198,0.0,9050.53
2541,JE-2022-00954,3,6900,CC220,2022-06-16,FX on settlement,20.57,0.0
2542,JE-2022-00955,1,1400,CC210,2022-06-23,Receipt SI-2022-00199,28586.44,0.0
2543,JE-2022-00955,2,1200,CC210,2022-06-23,Receipt SI-2022-00199,0.0,28586.44
2544,JE-2022-00956,1,1400,CC210,2022-07-15,Receipt SI-2022-00202,14456.75,0.0
2545,JE-2022-00956,2,1200,CC210,2022-07-15,Receipt SI-2022-00202,0.0,14456.75
2546,JE-2022-00957,1,1400,CC220,2022-06-07,Receipt SI-2022-00203,9882.7,0.0
