payment_id,invoice_id,direction,payment_date,currency,amount,amount_gbp,method,bank_reference
RCP-2022-00703,SI-2022-00418,RECEIPT,2022-11-11,EUR,9242.86,7679.26,CHEQUE,BNK394736
RCP-2022-00704,SI-2022-00421,RECEIPT,2022-10-17,GBP,9992.16,9992.16,BACS,BNK999985
RCP-2022-00705,SI-2022-00424,RECEIPT,2022-11-09,EUR,12476.04,10445.85,BACS,BNK858215
RCP-2022-00706,SI-2022-00425,RECEIPT,2022-11-04,GBP,6705.54,6705.54,BACS,BNK435732
RCP-2022-00707,SI-2022-00426,RECEIPT,2022-11-24,GBP,9909.95,9909.95,BACS,BNK527215
RCP-2022-00708,SI-2022-00432,RECEIPT,2022-11-29,GBP,14206.18,14206.18,BACS,BNK429152
RCP-2022-00709,SI-2022-00433,RECEIPT,2022-11-01,EUR,1247.55,1051.41,CHEQUE,BNK237460
RCP-2022-00710,SI-2022-00435,RECEIPT,2022-11-14,GBP,6159.84,6159.84,CARD,BNK846706
RCP-2022-00711,SI-2022-00437,RECEIPT,2022-11-18,GBP,6334.82,6334.82,CARD,BNK965139
RCP-2022-00712,SI-2022-00439,RECEIPT,2022-11-17,GBP,19331.53,19331.53,BACS,BNK337524
RCP-2022-00713,SI-2022-00441,RECEIPT,2022-11-16,GBP,11472.13,11472.13,CHEQUE,BNK606823
RCP-2022-00714,SI-2022-00443,RECEIPT,2022-11-22,GBP,2408.0,2408.0,BACS,BNK638179
RCP-2022-00715,SI-2022-00444,RECEIPT,2022-11-21,GBP,7042.9,7042.9,CHEQUE,BNK802787
RCP-2022-00716,SI-2022-00448,RECEIPT,2022-10-21,EUR,8601.51,7145.44,BACS,BNK878541
RCP-2022-00717,SI-2022-00450,RECEIPT,2022-11-25,USD,12466.04,9960.19,CARD,BNK490290
RCP-2022-00718,SI-2022-00451,RECEIPT,2022-11-24,GBP,4391.8,4391.8,BACS,BNK146010
RCP-2022-00719,SI-2022-00457,RECEIPT,2022-11-11,GBP,23011.72,23011.72,cheque,BNK750574
RCP-2022-00720,SI-2022-00461,RECEIPT,2022-11-16,GBP,10985.5,10985.5,CARD,BNK569463
RCP-2022-00721,SI-2022-00462,RECEIPT,2022-11-28,GBP,5450.34,5450.34,CARD,BNK438244
RCP-2022-00722,SI-2022-00464,RECEIPT,2022-11-21,GBP,21600.92,21600.92,BACS,BNK834832
RCP-2022-00723,SI-2022-00465,RECEIPT,2022-11-25,EUR,8453.43,7057.67,BACS,BNK727418
RCP-2022-00724,SI-2022-00467,RECEIPT,2022-11-08,GBP,28153.24,28153.24,BACS,BNK300012
RCP-2022-00725,SI-2022-00468,RECEIPT,2022-11-11,EUR,3967.01,3295.92,CHEQUE,BNK558466
RCP-2022-00726,SI-2022-00469,RECEIPT,2022-11-28,GBP,17086.18,17086.18,CHEQUE,BNK704774
RCP-2022-00727,SI-2022-00473,RECEIPT,2022-11-16,USD,28358.65,22199.83,CARD,BNK570967
RCP-2022-00728,SI-2022-00475,RECEIPT,2022-11-21,GBP,2560.91,2560.91,BACS,BNK788409
RCP-2022-00729,SI-2022-00477,RECEIPT,2022-11-01,GBP,5132.3,5132.3,CHEQUE,BNK908461
RCP-2022-00730,SI-2022-00479,RECEIPT,2022-11-04,GBP,14342.29,14342.29,BACS,BNK144168
RCP-2022-00731,SI-2022-00481,RECEIPT,2022-11-07,EUR,4335.76,3644.84,BACS,BNK556241
RCP-2022-00732,SI-2022-00487,RECEIPT,2022-11-28,GBP,1374.95,1374.95,BACS,BNK242457
RCP-2022-00733,SI-2022-00488,RECEIPT,2022-11-15,EUR,9854.35,8146.0,BACS,BNK934908
RCP-2022-00734,SI-2022-00520,RECEIPT,2022-11-24,GBP,17907.46,17907.46,CARD,BNK483223
RCP-2022-00735,SI-2022-00524,RECEIPT,2022-11-23,GBP,7041.02,7041.02,BACS,BNK820245
PAY-2022-00736,PI-2022-00271,PAYMENT,2022-10-28,GBP,972.16,972.16,DD,BNK247341
PAY-2022-00737,PI-2022-00273,PAYMENT,2022-11-14,EUR,3084.48,2553.34,BACS,BNK675341
PAY-2022-00738,PI-2022-00275,PAYMENT,2022-11-23,GBP,5269.13,5269.13,BACS,BNK562614
PAY-2022-00739,PI-2022-00279,PAYMENT,2022-11-01,GBP,1748.98,1748.98,BACS,BNK704083
PAY-2022-00740,PI-2022-00282,PAYMENT,2022-11-11,EUR,388.28,322.6,BACS,BNK541859
PAY-2022-00741,PI-2022-00283,PAYMENT,2022-11-04,GBP,2693.48,2693.48,CHEQUE,BNK668870
PAY-2022-00742,PI-2022-00285,PAYMENT,2022-10-21,GBP,2132.52,2132.52,bacs,BNK542791
PAY-2022-00743,PI-2022-00286,PAYMENT,2022-11-15,EUR,2811.13,2323.79,BACS,BNK488559
PAY-2022-00744,PI-2022-00288,PAYMENT,2022-11-11,EUR,12675.1,10530.88,BACS,BNK275348
PAY-2022-00745,PI-2022-00289,PAYMENT,2022-11-15,GBP,1179.18,1179.18,BACS,BNK598590
PAY-2022-00746,PI-2022-00295,PAYMENT,2022-10-10,GBP,1746.78,1746.78,BACS,BNK303997
PAY-2022-00747,PI-2022-00299,PAYMENT,2022-11-04,GBP,20532.76,20532.76,BACS,BNK688332
PAY-2022-00748,PI-2022-00301,PAYMENT,2022-11-25,EUR,412.02,343.99,BACS,BNK226641
PAY-2022-00749,PI-2022-00306,PAYMENT,2022-11-08,GBP,6364.0,6364.0,CHEQUE,BNK618132
PAY-2022-00750,PI-2022-00307,PAYMENT,2022-11-25,USD,3127.84,2499.1,CHEQUE,BNK377453
PAY-2022-00751,PI-2022-00310,PAYMENT,2022-10-28,GBP,10443.55,10443.55,BACS,BNK774516
PAY-2022-00752,PI-2022-00311,PAYMENT,2022-11-18,EUR,7735.9,6422.99,BACS,BNK468127
PAY-2022-00753,PI-2022-00312,PAYMENT,2022-11-18,EUR,1966.05,1632.38,BACS,BNK514204
PAY-2022-00754,PI-2022-00313,PAYMENT,2022-11-25,GBP,4185.04,4185.04,BACS,BNK988996
PAY-2022-00755,PI-2022-00315,PAYMENT,2022-11-30,EUR,4000.12,3354.73,BACS,BNK996045
PAY-2022-00756,PI-2022-00317,PAYMENT,2022-11-11,GBP,1048.4,1048.4,DD,BNK970532
PAY-2022-00757,PI-2022-00320,PAYMENT,2022-11-11,GBP,2855.39,2855.39,BACS,BNK219130
PAY-2022-00758,PI-2022-00321,PAYMENT,2022-11-07,GBP,1488.83,1488.83,DD,BNK621634
PAY-2022-00759,PI-2022-00322,PAYMENT,2022-11-28,GBP,3826.37,3826.37,BACS,BNK251054
PAY-2022-00760,PI-2022-00323,PAYMENT,2022-11-29,EUR,587.65,489.36,BACS,BNK963186
PAY-2022-00761,PI-2022-00324,PAYMENT,2022-11-28,EUR,153.61,127.59,BACS,BNK143947
PAY-2022-00762,PI-2022-00325,PAYMENT,2022-11-14,GBP,2977.76,2977.76,BACS,BNK135349
PAY-2022-00763,PI-2022-00328,PAYMENT,2022-11-18,USD,790.39,624.64,BACS,BNK371645
PAY-2022-00764,PI-2022-00330,PAYMENT,2022-11-21,GBP,4419.58,4419.58,BACS,BNK935850
PAY-2022-00765,PI-2022-00333,PAYMENT,2022-11-25,GBP,6133.2,6133.2,bacs,BNK710593
PAY-2022-00766,PI-2022-00334,PAYMENT,2022-11-04,EUR,1458.26,1224.5,DD,BNK341404
PAY-2022-00767,PI-2022-00335,PAYMENT,2022-11-24,USD,1658.14,1324.68,BACS,BNK650473
PAY-2022-00768,PI-2022-00336,PAYMENT,2022-11-17,GBP,956.08,956.08,DD,BNK340903
PAY-2022-00769,PI-2022-00337,PAYMENT,2022-11-29,GBP,333.59,333.59,BACS,BNK744880
PAY-2022-00770,PI-2022-00354,PAYMENT,2022-11-23,GBP,2449.31,2449.31,BACS,BNK766044
PAY-2022-00771,PI-2022-00359,PAYMENT,2022-11-25,GBP,49419.6,49419.6,BACS,BNK698221
RCP-2022-00772,SI-2022-00338,RECEIPT,2022-10-21,GBP,8776.72,8776.72,BACS,BNK403581
RCP-2022-00773,SI-2022-00360,RECEIPT,2022-11-22,GBP,22088.24,22088.24,CARD,BNK767903
RCP-2022-00774,SI-2022-00364,RECEIPT,2022-12-19,EUR,7374.47,6050.81,BACS,BNK289463
RCP-2022-00775,SI-2022-00370,RECEIPT,2022-11-17,USD,6506.85,5117.64,CHEQUE,BNK955715
RCP-2022-00776,SI-2022-00379,RECEIPT,2022-11-02,GBP,6430.09,6430.09,BACS,BNK607261
RCP-2022-00777,SI-2022-00384,RECEIPT,2022-12-08,EUR,25789.68,21617.79,BACS,BNK479434
RCP-2022-00778,SI-2022-00389,RECEIPT,2022-12-23,EUR,2485.51,2046.13,BACS,BNK429458
RCP-2022-00779,SI-2022-00398,RECEIPT,2022-12-09,GBP,16166.54,16166.54,CHEQUE,BNK236885
RCP-2022-00780,SI-2022-00399,RECEIPT,2022-11-04,GBP,15728.18,15728.18,BACS,BNK537381
RCP-2022-00781,SI-2022-00408,RECEIPT,2022-12-16,GBP,25672.98,25672.98,BACS,BNK704452
RCP-2022-00782,SI-2022-00413,RECEIPT,2022-10-25,EUR,11093.15,9311.66,CARD,BNK808783
RCP-2022-00783,SI-2022-00416,RECEIPT,2022-12-30,USD,7138.48,5635.61,BACS,BNK770801
RCP-2022-00784,SI-2022-00420,RECEIPT,2022-12-09,GBP,3313.02,3313.02,BACS,BNK754034
RCP-2022-00785,SI-2022-00422,RECEIPT,2022-10-14,GBP,2748.86,2748.86,BACS,BNK980254
RCP-2022-00786,SI-2022-00423,RECEIPT,2022-11-15,GBP,48607.06,48607.06,CHEQUE,BNK477900
RCP-2022-00787,SI-2022-00427,RECEIPT,2022-11-30,EUR,12699.95,10650.9,BACS,BNK127425
RCP-2022-00788,SI-2022-00428,RECEIPT,2022-12-14,EUR,12878.72,10567.25,bacs,BNK939765
RCP-2022-00789,SI-2022-00430,RECEIPT,2022-12-08,EUR,2341.62,1962.83,CHEQUE,BNK559523
RCP-2022-00790,SI-2022-00431,RECEIPT,2022-12-12,GBP,13279.39,13279.39,BACS,BNK315342
RCP-2022-00791,SI-2022-00434,RECEIPT,2022-12-26,USD,15377.71,12151.11,BACS,BNK909173
RCP-2022-00792,SI-2022-00442,RECEIPT,2022-12-19,GBP,3908.12,3908.12,CHEQUE,BNK769918
RCP-2022-00793,SI-2022-00446,RECEIPT,2022-11-11,GBP,39113.27,39113.27,CARD,BNK350820
RCP-2022-00794,SI-2022-00447,RECEIPT,2022-12-16,GBP,6589.96,6589.96,BACS,BNK908070
RCP-2022-00795,SI-2022-00449,RECEIPT,2022-11-14,EUR,3334.88,2760.63,CARD,BNK382778
RCP-2022-00796,SI-2022-00452,RECEIPT,2022-12-08,GBP,7972.39,7972.39,CHEQUE,BNK632037
RCP-2022-00797,SI-2022-00453,RECEIPT,2022-12-09,GBP,12350.05,12350.05,CARD,BNK932807
RCP-2022-00798,SI-2022-00455,RECEIPT,2022-11-14,GBP,25722.95,25722.95,BACS,BNK102021
RCP-2022-00799,SI-2022-00456,RECEIPT,2022-11-23,GBP,3938.86,3938.86,BACS,BNK263351
RCP-2022-00800,SI-2022-00463,RECEIPT,2022-12-05,GBP,13235.47,13235.47,CARD,BNK216710
RCP-2022-00801,SI-2022-00471,RECEIPT,2022-12-27,GBP,43966.58,43966.58,BACS,BNK580166
RCP-2022-00802,SI-2022-00472,RECEIPT,2022-11-30,EUR,6271.08,5259.29,BACS,BNK760781
RCP-2022-00803,SI-2022-00478,RECEIPT,2022-12-08,GBP,17199.12,17199.12,CHEQUE,BNK974120
RCP-2022-00804,SI-2022-00480,RECEIPT,2022-12-06,USD,23048.42,18608.63,CHEQUE,BNK120031
RCP-2022-00805,SI-2022-00482,RECEIPT,2022-12-12,EUR,4427.89,3658.43,BACS,BNK202183
RCP-2022-00806,SI-2022-00486,RECEIPT,2022-12-21,EUR,11240.36,9252.9,BACS,BNK998198
RCP-2022-00807,SI-2022-00489,RECEIPT,2022-12-16,GBP,3279.71,3279.71,BACS,BNK152891
RCP-2022-00808,SI-2022-00492,RECEIPT,2022-12-23,EUR,8104.93,6672.18,BACS,BNK802226
RCP-2022-00809,SI-2022-00499,RECEIPT,2022-12-09,GBP,6910.22,6910.22,BACS,BNK688161
RCP-2022-00810,SI-2022-00502,RECEIPT,2022-12-23,GBP,32890.75,32890.75,CARD,BNK850788
RCP-2022-00811,SI-2022-00503,RECEIPT,2022-12-27,GBP,17245.97,17245.97,cheque,BNK416270
RCP-2022-00812,SI-2022-00504,RECEIPT,2022-12-20,GBP,5361.49,5361.49,BACS,BNK182832
RCP-2022-00813,SI-2022-00505,RECEIPT,2022-12-30,GBP,7816.37,7816.37,BACS,BNK112087
RCP-2022-00814,SI-2022-00506,RECEIPT,2022-12-08,EUR,7947.82,6662.13,BACS,BNK661373
RCP-2022-00815,SI-2022-00512,RECEIPT,2022-12-19,EUR,10207.83,8375.61,BACS,BNK773545
RCP-2022-00816,SI-2022-00516,RECEIPT,2022-12-21,GBP,16416.66,16416.66,BACS,BNK651458
RCP-2022-00817,SI-2022-00519,RECEIPT,2022-12-16,GBP,16582.15,16582.15,BACS,BNK918861
RCP-2022-00818,SI-2022-00523,RECEIPT,2022-12-09,GBP,1560.23,1560.23,BACS,BNK759651
RCP-2022-00819,SI-2022-00525,RECEIPT,2022-12-02,EUR,44671.57,37454.61,BACS,BNK295810
RCP-2022-00820,SI-2022-00526,RECEIPT,2022-12-06,GBP,8225.39,8225.39,BACS,BNK584612
RCP-2022-00821,SI-2022-00531,RECEIPT,2022-12-07,EUR,2610.21,2190.24,CHEQUE,BNK520602
RCP-2022-00822,SI-2022-00535,RECEIPT,2022-12-06,GBP,2981.63,2981.63,CARD,BNK471607
RCP-2022-00823,SI-2022-00537,RECEIPT,2022-12-22,GBP,40208.41,40208.41,BACS,BNK886334
RCP-2022-00824,SI-2022-00550,RECEIPT,2022-12-28,GBP,10698.01,10698.01,BACS,BNK120058
RCP-2022-00825,SI-2022-00562,RECEIPT,2022-12-30,GBP,54044.58,54044.58,CHEQUE,BNK189499
RCP-2022-00826,SI-2022-00566,RECEIPT,2022-12-15,GBP,7656.64,7656.64,BACS,BNK342893
RCP-2022-00827,SI-2022-00583,RECEIPT,2022-12-28,EUR,8738.35,7281.76,BACS,BNK804392
PAY-2022-00828,PI-2022-00292,PAYMENT,2022-11-04,EUR,3483.13,2924.78,CHEQUE,BNK985195
PAY-2022-00829,PI-2022-00305,PAYMENT,2022-11-25,EUR,13296.39,11101.0,BACS,BNK914995
PAY-2022-00830,PI-2022-00309,PAYMENT,2022-12-26,GBP,914.1,914.1,BACS,BNK325349
PAY-2022-00831,PI-2022-00326,PAYMENT,2022-12-09,EUR,1045.86,879.33,DD,BNK719520
PAY-2022-00832,PI-2022-00329,PAYMENT,2022-11-30,USD,11707.68,9489.07,DD,BNK409475
PAY-2022-00833,PI-2022-00332,PAYMENT,2022-12-05,GBP,181.99,181.99,BACS,BNK347916
PAY-2022-00834,PI-2022-00338,PAYMENT,2022-12-13,EUR,1412.18,1157.17,cheque,BNK456002
PAY-2022-00835,PI-2022-00340,PAYMENT,2022-12-23,GBP,621.07,621.07,BACS,BNK604139
PAY-2022-00836,PI-2022-00341,PAYMENT,2022-12-26,GBP,670.31,670.31,DD,BNK287253
PAY-2022-00837,PI-2022-00342,PAYMENT,2022-12-16,GBP,4429.04,4429.04,BACS,BNK348762
PAY-2022-00838,PI-2022-00343,PAYMENT,2022-12-02,USD,4599.07,3698.19,DD,BNK744112
PAY-2022-00839,PI-2022-00345,PAYMENT,2022-12-16,GBP,2264.22,2264.22,CHEQUE,BNK910358
PAY-2022-00840,PI-2022-00347,PAYMENT,2022-12-07,EUR,11152.59,9358.18,BACS,BNK340614
PAY-2022-00841,PI-2022-00348,PAYMENT,2022-12-19,EUR,1510.71,1239.55,BACS,BNK202669
PAY-2022-00842,PI-2022-00349,PAYMENT,2022-12-02,GBP,4392.53,4392.53,BACS,BNK667352
PAY-2022-00843,PI-2022-00350,PAYMENT,2022-12-23,USD,35227.37,28194.44,BACS,BNK195792
PAY-2022-00844,PI-2022-00352,PAYMENT,2022-12-06,EUR,1744.09,1464.1,CHEQUE,BNK803276
PAY-2022-00845,PI-2022-00355,PAYMENT,2022-12-07,GBP,2186.76,2186.76,BACS,BNK806955
PAY-2022-00846,PI-2022-00356,PAYMENT,2022-12-21,GBP,916.2,916.2,CHEQUE,BNK380778
PAY-2022-00847,PI-2022-00357,PAYMENT,2022-12-16,GBP,1471.64,1471.64,BACS,BNK867295
PAY-2022-00848,PI-2022-00361,PAYMENT,2022-12-19,EUR,739.24,606.55,BACS,BNK764529
PAY-2022-00849,PI-2022-00362,PAYMENT,2022-12-29,EUR,307.19,254.85,BACS,BNK935817
PAY-2022-00850,PI-2022-00364,PAYMENT,2022-12-23,GBP,1317.8,1317.8,BACS,BNK537000
PAY-2022-00851,PI-2022-00365,PAYMENT,2022-12-16,GBP,1420.55,1420.55,DD,BNK336241
PAY-2022-00852,PI-2022-00369,PAYMENT,2022-12-07,EUR,5880.53,4934.38,BACS,BNK241610
PAY-2022-00853,PI-2022-00371,PAYMENT,2022-12-23,GBP,56365.5,56365.5,BACS,BNK109185
PAY-2022-00854,PI-2022-00372,PAYMENT,2022-12-14,USD,1389.37,1123.12,BACS,BNK691058
PAY-2022-00855,PI-2022-00373,PAYMENT,2022-12-23,GBP,25496.02,25496.02,BACS,BNK212970
PAY-2022-00856,PI-2022-00380,PAYMENT,2022-12-19,GBP,29582.78,29582.78,BACS,BNK228133
PAY-2022-00857,PI-2022-00393,PAYMENT,2022-12-28,GBP,2295.07,2295.07,dd,BNK504012
PAY-2022-00858,PI-2022-00404,PAYMENT,2022-12-30,USD,3524.48,2782.47,BACS,BNK107582
RCP-2022-00859,SI-2022-00371,RECEIPT,2022-11-21,GBP,7013.24,7013.24,BACS,BNK223107
RCP-2023-00860,SI-2022-00386,RECEIPT,2023-01-05,GBP,1413.6,1413.6,CARD,BNK588350
RCP-2023-00861,SI-2022-00429,RECEIPT,2023-01-27,USD,39099.41,30147.01,BACS,BNK589372
RCP-2023-00862,SI-2022-00436,RECEIPT,2023-01-26,GBP,6462.73,6462.73,BACS,BNK326599
RCP-2022-00863,SI-2022-00458,RECEIPT,2022-12-26,GBP,11923.79,11923.79,BACS,BNK482396
RCP-2022-00864,SI-2022-00466,RECEIPT,2022-12-15,GBP,25146.12,25146.12,CHEQUE,BNK747907
RCP-2023-00865,SI-2022-00470,RECEIPT,2023-01-26,USD,9626.79,7428.67,CARD,BNK387141
RCP-2023-00866,SI-2022-00483,RECEIPT,2023-01-26,GBP,165396.24,165396.24,BACS,BNK739596
RCP-2022-00867,SI-2022-00484,RECEIPT,2022-12-20,GBP,6022.3,6022.3,BACS,BNK210825
RCP-2022-00868,SI-2022-00485,RECEIPT,2022-12-27,GBP,2654.98,2654.98,BACS,BNK252205
RCP-2023-00869,SI-2022-00491,RECEIPT,2023-01-13,GBP,36913.31,36913.31,BACS,BNK468151
RCP-2022-00870,SI-2022-00493,RECEIPT,2022-12-02,GBP,17544.58,17544.58,BACS,BNK609265
RCP-2022-00871,SI-2022-00495,RECEIPT,2022-12-16,GBP,22993.69,22993.69,CHEQUE,BNK504878
RCP-2022-00872,SI-2022-00496,RECEIPT,2022-12-19,GBP,10807.28,10807.28,BACS,BNK690672
RCP-2023-00873,SI-2022-00501,RECEIPT,2023-01-31,EUR,5681.9,4845.22,BACS,BNK693719
RCP-2023-00874,SI-2022-00507,RECEIPT,2023-01-20,GBP,12255.24,12255.24,BACS,BNK339376
RCP-2023-00875,SI-2022-00508,RECEIPT,2023-01-13,USD,31511.16,24264.7,BACS,BNK853386
RCP-2022-00876,SI-2022-00509,RECEIPT,2022-12-08,GBP,20460.25,20460.25,CHEQUE,BNK300899
RCP-2022-00877,SI-2022-00511,RECEIPT,2022-12-30,GBP,9387.54,9387.54,BACS,BNK504173
RCP-2023-00878,SI-2022-00515,RECEIPT,2023-01-26,GBP,9449.22,9449.22,CHEQUE,BNK420957
RCP-2022-00879,SI-2022-00518,RECEIPT,2022-12-20,GBP,9759.65,9759.65,BACS,BNK487416
RCP-2023-00880,SI-2022-00522,RECEIPT,2023-01-20,EUR,12308.43,10394.91,cheque,BNK367341
RCP-2023-00881,SI-2022-00527,RECEIPT,2023-01-12,GBP,6341.03,6341.03,CARD,BNK589373
RCP-2023-00882,SI-2022-00528,RECEIPT,2023-01-02,GBP,8066.69,8066.69,CARD,BNK983282
RCP-2022-00883,SI-2022-00529,RECEIPT,2022-12-30,GBP,9461.3,9461.3,CARD,BNK882892
RCP-2023-00884,SI-2022-00533,RECEIPT,2023-01-24,GBP,11572.39,11572.39,CHEQUE,BNK924098
RCP-2023-00885,SI-2022-00536,RECEIPT,2023-01-20,GBP,3607.74,3607.74,BACS,BNK345681
RCP-2023-00886,SI-2022-00538,RECEIPT,2023-01-20,GBP,40471.58,40471.58,CARD,BNK327694
RCP-2023-00887,SI-2022-00540,RECEIPT,2023-01-20,EUR,18369.49,15513.7,CHEQUE,BNK376246
RCP-2023-00888,SI-2022-00541,RECEIPT,2023-01-09,GBP,51284.39,51284.39,BACS,BNK801180
RCP-2022-00889,SI-2022-00545,RECEIPT,2022-12-23,GBP,12181.92,12181.92,CHEQUE,BNK768325
RCP-2023-00890,SI-2022-00552,RECEIPT,2023-01-10,GBP,15462.72,15462.72,CHEQUE,BNK766928
RCP-2023-00891,SI-2022-00553,RECEIPT,2023-01-27,GBP,43193.99,43193.99,BACS,BNK278927
RCP-2023-00892,SI-2022-00557,RECEIPT,2023-01-04,EUR,15992.33,13257.77,BACS,BNK596665
RCP-2023-00893,SI-2022-00558,RECEIPT,2023-01-05,GBP,36078.34,36078.34,CHEQUE,BNK890106
RCP-2023-00894,SI-2022-00559,RECEIPT,2023-01-20,EUR,9161.11,7736.89,BACS,BNK841501
RCP-2023-00895,SI-2022-00567,RECEIPT,2023-01-09,GBP,11644.39,11644.39,BACS,BNK757866
RCP-2023-00896,SI-2022-00571,RECEIPT,2023-01-04,GBP,23442.38,23442.38,CARD,BNK440738
RCP-2023-00897,SI-2022-00574,RECEIPT,2023-01-04,GBP,5242.99,5242.99,CARD,BNK536922
RCP-2023-00898,SI-2022-00576,RECEIPT,2023-01-11,GBP,11313.37,11313.37,CHEQUE,BNK339486
RCP-2022-00899,SI-2022-00577,RECEIPT,2022-12-23,GBP,8106.43,8106.43,CHEQUE,BNK183611
RCP-2023-00900,SI-2022-00578,RECEIPT,2023-01-11,GBP,9446.34,9446.34,CARD,BNK493989
RCP-2023-00901,SI-2022-00580,RECEIPT,2023-01-02,GBP,20787.34,20787.34,BACS,BNK252095
RCP-2023-00902,SI-2022-00581,RECEIPT,2023-01-05,GBP,9925.03,9925.03,CARD,BNK972606
RCP-2022-00903,SI-2022-00584,RECEIPT,2022-12-26,GBP,2411.82,2411.82,cheque,BNK238220
RCP-2023-00904,SI-2022-00587,RECEIPT,2023-01-31,EUR,3342.82,2850.58,CARD,BNK605046
RCP-2023-00905,SI-2022-00592,RECEIPT,2023-01-17,GBP,4243.43,4243.43,BACS,BNK354066
RCP-2023-00906,SI-2023-00637,RECEIPT,2023-01-24,GBP,3683.34,3683.34,BACS,BNK869148
PAY-2022-00907,PI-2022-00308,PAYMENT,2022-12-27,GBP,734.76,734.76,BACS,BNK553293
PAY-2022-00908,PI-2022-00331,PAYMENT,2022-12-16,GBP,15266.56,15266.56,BACS,BNK932531
PAY-2022-00909,PI-2022-00339,PAYMENT,2022-12-30,EUR,1216.67,1010.74,BACS,BNK901161
PAY-2022-00910,PI-2022-00344,PAYMENT,2022-12-30,GBP,14504.84,14504.84,BACS,BNK429527
PAY-2023-00911,PI-2022-00346,PAYMENT,2023-01-27,EUR,11175.52,9500.5,CHEQUE,BNK491483
PAY-2022-00912,PI-2022-00351,PAYMENT,2022-12-28,USD,967.84,764.41,BACS,BNK886460
PAY-2023-00913,PI-2022-00353,PAYMENT,2023-01-13,EUR,781.1,657.93,CHEQUE,BNK949263
PAY-2022-00914,PI-2022-00358,PAYMENT,2022-12-28,EUR,380.81,317.33,BACS,BNK716240
PAY-2023-00915,PI-2022-00360,PAYMENT,2023-01-05,GBP,1622.69,1622.69,CHEQUE,BNK350329
PAY-2023-00916,PI-2022-00363,PAYMENT,2023-01-20,GBP,1768.21,1768.21,BACS,BNK591852
PAY-2023-00917,PI-2022-00366,PAYMENT,2023-01-27,GBP,21619.06,21619.06,CHEQUE,BNK144070
PAY-2023-00918,PI-2022-00367,PAYMENT,2023-01-10,EUR,1061.92,891.93,BACS,BNK477920
PAY-2022-00919,PI-2022-00368,PAYMENT,2022-12-30,GBP,1363.02,1363.02,DD,BNK170437
PAY-2023-00920,PI-2022-00370,PAYMENT,2023-01-09,GBP,7091.66,7091.66,DD,BNK588359
PAY-2023-00921,PI-2022-00374,PAYMENT,2023-01-10,GBP,890.0,890.0,BACS,BNK792958
PAY-2023-00922,PI-2022-00377,PAYMENT,2023-01-13,USD,3486.55,2684.77,BACS,BNK287912
PAY-2023-00923,PI-2022-00381,PAYMENT,2023-01-27,GBP,20507.15,20507.15,DD,BNK193771
PAY-2023-00924,PI-2022-00384,PAYMENT,2023-01-25,USD,2233.94,1718.68,BACS,BNK136798
PAY-2023-00925,PI-2022-00385,PAYMENT,2023-01-19,GBP,5104.79,5104.79,BACS,BNK599517
PAY-2023-00926,PI-2022-00386,PAYMENT,2023-01-27,GBP,2288.56,2288.56,bacs,BNK775348
PAY-2022-00927,PI-2022-00388,PAYMENT,2022-12-30,EUR,9751.19,8100.76,DD,BNK992120
PAY-2023-00928,PI-2022-00389,PAYMENT,2023-01-13,EUR,1898.82,1599.39,BACS,BNK118125
PAY-2023-00929,PI-2022-00394,PAYMENT,2023-01-09,USD,4328.98,3375.66,BACS,BNK431595
PAY-2022-00930,PI-2022-00395,PAYMENT,2022-12-30,EUR,5747.59,4774.79,BACS,BNK770723
PAY-2023-00931,PI-2022-00400,PAYMENT,2023-01-27,GBP,1183.62,1183.62,CHEQUE,BNK865140
PAY-2023-00932,PI-2022-00401,PAYMENT,2023-01-10,GBP,19304.27,19304.27,BACS,BNK670472
PAY-2023-00933,PI-2022-00402,PAYMENT,2023-01-06,GBP,597.14,597.14,DD,BNK144368
PAY-2023-00934,PI-2022-00406,PAYMENT,2023-01-20,USD,1582.96,1213.67,BACS,BNK512201
PAY-2023-00935,PI-2022-00407,PAYMENT,2023-01-18,GBP,1878.77,1878.77,CHEQUE,BNK622162
PAY-2023-00936,PI-2022-00408,PAYMENT,2023-01-24,EUR,7110.95,6016.78,BACS,BNK879717
PAY-2023-00937,PI-2022-00410,PAYMENT,2023-01-27,GBP,8669.05,8669.05,BACS,BNK499516
PAY-2023-00938,PI-2022-00412,PAYMENT,2023-01-24,EUR,1756.07,1485.86,BACS,BNK398428
PAY-2023-00939,PI-2022-00413,PAYMENT,2023-01-30,GBP,4587.25,4587.25,BACS,BNK274068
PAY-2023-00940,PI-2023-00427,PAYMENT,2023-01-25,EUR,14009.32,11909.44,CHEQUE,BNK427045
PAY-2023-00941,PI-2023-00433,PAYMENT,2023-01-23,EUR,15660.47,13191.77,BACS,BNK709146
PAY-2023-00942,PI-2023-00442,PAYMENT,2023-01-31,EUR,1375.39,1172.86,DD,BNK790379
RCP-2023-00943,SI-2022-00376,RECEIPT,2023-02-10,GBP,7063.32,7063.32,BACS,BNK509215
RCP-2022-00944,SI-2022-00419,RECEIPT,2022-12-09,EUR,2536.13,2132.31,CHEQUE,BNK150823
RCP-2023-00945,SI-2022-00438,RECEIPT,2023-01-31,USD,6069.74,4671.39,BACS,BNK510478
RCP-2023-00946,SI-2022-00445,RECEIPT,2023-02-27,GBP,25142.83,25142.83,BACS,BNK880233
